名称	道具种类	具体类别	动画文件名	对应物件索引	宽度	高度	说明文字	详细类别
凌岳之无极玄玉佩碎片(6/6)	4	884	\spr\item\citydefence\fragment.spr	347	1	1	凌岳之无极玄玉佩的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“凌岳之无极玄玉佩”。	1
及丰之三清符碎片(1/6)	4	885	\spr\item\citydefence\fragment.spr	347	1	1	及丰之三清符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之三清符”。	1
及丰之三清符碎片(2/6)	4	886	\spr\item\citydefence\fragment.spr	347	1	1	及丰之三清符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之三清符”。	1
及丰之三清符碎片(3/6)	4	887	\spr\item\citydefence\fragment.spr	347	1	1	及丰之三清符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之三清符”。	1
及丰之三清符碎片(4/6)	4	888	\spr\item\citydefence\fragment.spr	347	1	1	及丰之三清符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之三清符”。	1
及丰之三清符碎片(5/6)	4	889	\spr\item\citydefence\fragment.spr	347	1	1	及丰之三清符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之三清符”。	1
及丰之三清符碎片(6/6)	4	890	\spr\item\citydefence\fragment.spr	347	1	1	及丰之三清符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“及丰之三清符”。	1
雷穹之天地护符碎片(1/6)	4	891	\spr\item\citydefence\fragment.spr	347	1	1	雷穹之天地护符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雷穹之天地护符”。	1
雷穹之天地护符碎片(2/6)	4	892	\spr\item\citydefence\fragment.spr	347	1	1	雷穹之天地护符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雷穹之天地护符”。	1
雷穹之天地护符碎片(3/6)	4	893	\spr\item\citydefence\fragment.spr	347	1	1	雷穹之天地护符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雷穹之天地护符”。	1
雷穹之天地护符碎片(4/6)	4	894	\spr\item\citydefence\fragment.spr	347	1	1	雷穹之天地护符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雷穹之天地护符”。	1
雷穹之天地护符碎片(5/6)	4	895	\spr\item\citydefence\fragment.spr	347	1	1	雷穹之天地护符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雷穹之天地护符”。	1
雷穹之天地护符碎片(6/6)	4	896	\spr\item\citydefence\fragment.spr	347	1	1	雷穹之天地护符的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雷穹之天地护符”。	1
雾幻之北冥道冠碎片(1/6)	4	897	\spr\item\citydefence\fragment.spr	347	1	1	雾幻之北冥道冠的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雾幻之北冥道冠”。	1
雾幻之北冥道冠碎片(2/6)	4	898	\spr\item\citydefence\fragment.spr	347	1	1	雾幻之北冥道冠的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雾幻之北冥道冠”。	1
雾幻之北冥道冠碎片(3/6)	4	899	\spr\item\citydefence\fragment.spr	347	1	1	雾幻之北冥道冠的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雾幻之北冥道冠”。	1
雾幻之北冥道冠碎片(4/6)	4	900	\spr\item\citydefence\fragment.spr	347	1	1	雾幻之北冥道冠的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雾幻之北冥道冠”。	1
雾幻之北冥道冠碎片(5/6)	4	901	\spr\item\citydefence\fragment.spr	347	1	1	雾幻之北冥道冠的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雾幻之北冥道冠”。	1
雾幻之北冥道冠碎片(6/6)	4	902	\spr\item\citydefence\fragment.spr	347	1	1	雾幻之北冥道冠的碎片，只要收集齐全部的六片便能在临安神秘铁匠处合成“雾幻之北冥道冠”。	1
侠骨之铁血衫碎片(1/4)	4	903	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之铁血衫的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之铁血衫”。	1
侠骨之铁血衫碎片(2/4)	4	904	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之铁血衫的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之铁血衫”。	1
侠骨之铁血衫碎片(3/4)	4	905	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之铁血衫的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之铁血衫”。	1
侠骨之铁血衫碎片(4/4)	4	906	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之铁血衫的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之铁血衫”。	1
侠骨之多情环碎片(1/4)	4	907	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之多情环的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之多情环”。	1
侠骨之多情环碎片(2/4)	4	908	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之多情环的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之多情环”。	1
侠骨之多情环碎片(3/4)	4	909	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之多情环的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之多情环”。	1
侠骨之多情环碎片(4/4)	4	910	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之多情环的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之多情环”。	1
侠骨之丹心戒碎片(1/4)	4	911	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之丹心戒的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之丹心戒”。	1
侠骨之丹心戒碎片(2/4)	4	912	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之丹心戒的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之丹心戒”。	1
侠骨之丹心戒碎片(3/4)	4	913	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之丹心戒的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之丹心戒”。	1
侠骨之丹心戒碎片(4/4)	4	914	\spr\item\citydefence\smallfragment.spr	347	1	1	侠骨之丹心戒的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“侠骨之丹心戒”。	1
柔情之淑女项链碎片(1/4)	4	915	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之淑女项链的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之淑女项链”。	1
柔情之淑女项链碎片(2/4)	4	916	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之淑女项链的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之淑女项链”。	1
柔情之淑女项链碎片(3/4)	4	917	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之淑女项链的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之淑女项链”。	1
柔情之淑女项链碎片(4/4)	4	918	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之淑女项链的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之淑女项链”。	1
柔情之凤仪戒指碎片(1/4)	4	919	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之凤仪戒指的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之凤仪戒指”。	1
柔情之凤仪戒指碎片(2/4)	4	920	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之凤仪戒指的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之凤仪戒指”。	1
柔情之凤仪戒指碎片(3/4)	4	921	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之凤仪戒指的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之凤仪戒指”。	1
柔情之凤仪戒指碎片(4/4)	4	922	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之凤仪戒指的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之凤仪戒指”。	1
柔情之慧心玉佩碎片(1/4)	4	923	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之慧心玉佩的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之慧心玉佩”。	1
柔情之慧心玉佩碎片(2/4)	4	924	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之慧心玉佩的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之慧心玉佩”。	1
柔情之慧心玉佩碎片(3/4)	4	925	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之慧心玉佩的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之慧心玉佩”。	1
柔情之慧心玉佩碎片(4/4)	4	926	\spr\item\citydefence\smallfragment.spr	347	1	1	柔情之慧心玉佩的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“柔情之慧心玉佩”。	1
定国之青纱长衫碎片(1/4)	4	927	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之青纱长衫的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之青纱长衫”。	1
定国之青纱长衫碎片(2/4)	4	928	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之青纱长衫的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之青纱长衫”。	1
定国之青纱长衫碎片(3/4)	4	929	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之青纱长衫的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之青纱长衫”。	1
定国之青纱长衫碎片(4/4)	4	930	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之青纱长衫的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之青纱长衫”。	1
定国之赤绢软靴碎片(1/4)	4	931	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之赤绢软靴的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之赤绢软靴”。	1
定国之赤绢软靴碎片(2/4)	4	932	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之赤绢软靴的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之赤绢软靴”。	1
定国之赤绢软靴碎片(3/4)	4	933	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之赤绢软靴的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之赤绢软靴”。	1
定国之赤绢软靴碎片(4/4)	4	934	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之赤绢软靴的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之赤绢软靴”。	1
定国之紫藤护腕碎片(1/4)	4	935	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之紫藤护腕的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之紫藤护腕”。	1
定国之紫藤护腕碎片(2/4)	4	936	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之紫藤护腕的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之紫藤护腕”。	1
定国之紫藤护腕碎片(3/4)	4	937	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之紫藤护腕的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之紫藤护腕”。	1
定国之紫藤护腕碎片(4/4)	4	938	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之紫藤护腕的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之紫藤护腕”。	1
定国之银蚕腰带碎片(1/4)	4	939	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之银蚕腰带的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之银蚕腰带”。	1
定国之银蚕腰带碎片(2/4)	4	940	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之银蚕腰带的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之银蚕腰带”。	1
定国之银蚕腰带碎片(3/4)	4	941	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之银蚕腰带的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之银蚕腰带”。	1
定国之银蚕腰带碎片(4/4)	4	942	\spr\item\citydefence\smallfragment.spr	347	1	1	定国之银蚕腰带的碎片，只要收集齐全部的四片便能在临安神秘铁匠处合成“定国之银蚕腰带”。	1
灵芝草	4	943	\spr\item\questkey\taskobj103.spr	347	1	1	"一种珍稀药材，久食轻身不老，具有起死回生的功效，有""仙草""之称。"	1
虎胫骨	4	944	\spr\item\questkey\taskobj146.spr	347	1	1	老虎的胫骨，中药入药常用。	1
鹿茸	4	945	\spr\item\questkey\antler.spr	347	1	1	梅花鹿或马鹿的雄鹿未骨化而带茸毛的幼角，具有振奋和提高机体功能，有较好的强身作用。	1
人参	4	946	\spr\item\questkey\panax.spr	347	1	1	多年生草本植物，它的茎、叶、种子皆可入药，可增强人体机能。	1
仙灵酒	4	947	\spr\item\questkey\taskobj070.spr	376	1	1	灵芝酿制成的药酒，健筋骨，补精髓。	1
虎骨酒	4	948	\spr\item\questkey\taskobj071.spr	376	1	1	虎骨酒和灵芝酿制成的药酒，祛风除湿，对筋骨疼痛有奇效。	1
鹿茸酒	4	949	\spr\item\questkey\taskobj072.spr	376	1	1	鹿茸和灵芝酿制成的药酒，益气血，强筋骨，对心、肺、脾、肾皆有补益。	1
人参酒	4	950	\spr\item\questkey\taskobj073.spr	376	1	1	人参和灵芝酿制成的药酒，大补元气，补脾益肺。	1
满求果	4	951	\spr\item\yn_chunjie\yn_manqiuguo.spr	434	1	1	一个普通的满求果，收集一定数量后，可以去礼官处兑换相应的奖励。	1
椰子	4	952	\spr\item\yn_chunjie\yn_yezi.spr	435	1	1	一个普通的椰子，收集一定数量后，可以去礼官处兑换相应的奖励。	1
木瓜	4	953	\spr\item\yn_chunjie\yn_mugua.spr	436	1	1	一个普通的木瓜，收集一定数量后，可以去礼官处兑换相应的奖励。	1
芒果	4	954	\spr\item\yn_chunjie\yn_mangguo.spr	437	1	1	一个普通的芒果，收集一定数量后，可以去礼官处兑换相应的奖励。	1
成群果	4	955	\spr\item\yn_chunjie\yn_chengqunguo.spr	438	1	1	一个普通的成群果，收集一定数量后，可以去礼官处兑换相应的奖励。	1
硝石	4	956	\spr\item\medecine\obj-potion18.spr	41	1	1	制造火药的材料。收集齐硝石、硫磺、木炭、红纸、引信可以在礼官处合成鞭炮。	1
硫磺	4	957	\spr\item\medecine\obj-potion19.spr	41	1	1	制造火药的材料。收集齐硝石、硫磺、木炭、红纸、引信可以在礼官处合成鞭炮。	1
木炭	4	958	\spr\item\ma_chunjie\charcoal.spr	41	1	1	制造火药的材料。收集齐硝石、硫磺、木炭、红纸、引信可以在礼官处合成鞭炮。	1
红纸	4	959	\spr\item\ma_chunjie\redpaper.spr	41	1	1	制造火药的材料。收集齐硝石、硫磺、木炭、红纸、引信可以在礼官处合成鞭炮。	1
引信	4	960	\spr\item\questkey\bingcanwujisi.spr	41	1	1	用以引爆鞭炮的材料。收集齐硝石、硫磺、木炭、红纸、引信可以在礼官处合成鞭炮。	1
火药秘籍	4	961	\spr\item\questkey\taskobj042.spr	41	1	1	用以制造高级鞭炮的秘籍。	1
银 票	4	962	\spr\item\questkey\yinpiao.spr	378	1	1	一张银票，相当于15元点卡一张。	1
菊花石	4	963	\spr\item\questkey\taskobj056.spr	41	1	1	一种有酷似菊花图形的名贵石料。（用来制作完美的安邦黄金套装的材料之一）	0
玛瑙	4	964	\spr\item\questkey\taskobj144.spr	41	1	1	达官贵人喜欢收集的宝石之一。（用来制作完美的安邦黄金套装的材料之一）	0
冰蟾丝	4	965	\spr\item\questkey\bingcanwujisi.spr	41	1	1	以冰蟾所制之丝，非常坚韧。（用来制作完美的安邦黄金套装的材料之一）	0
鸡血石	4	966	\spr\item\questkey\nanmingzhijing.spr	41	1	1	一种比朱砂还鲜红的矿石。（用来制作完美的安邦黄金套装的材料之一）	0
冰石结晶	4	967	\spr\item\questkey\taskobj018.spr	41	1	1	千年冰石内的结晶，有抵抗雷电之功效。（用来制作完美的安邦黄金套装的材料之一）	1
陨铁碎片	4	968	\spr\item\questkey\taskobj125.spr	41	1	1	天外飞石所留下之物，可遇不可求。（用来制作完美的安邦黄金套装的材料之一）	1
田黄石	4	969	\spr\item\questkey\taskobj026.spr	41	1	1	一种极度通灵澄清的的灵石,色如鲜蛋黄，十分稀罕。（用来制作完美的安邦黄金套装的材料之一）	0
红枣	4	970	\spr\item\questkey\taskobj394.spr	360	1	1	常见的红枣，可以用来做粽子	1
板栗	4	971	\spr\item\questkey\taskobj395.spr	361	1	1	常见的栗子，可以用来做粽子	1
