name	ItemGenre	DetailType	ParticularType	Animation file name	Corresponding object index	width	high	instructions	Five elements attributes	price	grade	Whether to stack	Basic attribute 1 type	Basic attribute 1 minimum value	Basic attribute 1 maximum value	Basic attribute 2 type	Basic attribute 2 minimum value	Basic attribute 2 maximum value	Basic attribute 3 types	Basic attribute 3 minimum value	Basic attribute 3 maximum value	Basic attribute 4 types	Basic attribute 4 minimum value	Basic attribute 4 maximum value	Basic attribute 5 types	Minimum value of basic attribute 5	Basic attribute 5 maximum value	Basic attribute 6 types	Basic attribute 6 minimum value	Basic attribute 6 maximum value	Basic attribute 7 types	Minimum value of basic attribute 7	Basic attribute 7 maximum value	Requirement attribute 1 type	Requirement attribute 1 value	Requirement attribute 2 type	Requirement attribute 2 value	Requirement attribute 3 types	Requirement attribute 3 value	Requirement attribute 4 type	Requirement attribute 4 value	Requirement attribute 5 types	Requirement attribute 5 value	Requirement attribute 6 types	Requirement attribute 6 value	Magic attribute index 1	Magic attribute index 2	Magic attribute index 3	Magic attribute index 4	Magic attribute index 5	Magic attribute index 6	In the suit	expansion set	Expansion package serial number	Expansion set hidden attributes 1	Expansion set hidden attributes 2	Number of smeltable properties	Meltable steel quality	Basic armor value	Whether equipment can be upgraded to stars	Number of star stones that can be embedded	Equipment breaks through the blessing value	×(17)éÎ»ÖÃÊýÁ¿	Show icon ID
Kim ¤ §inh H­¬ng Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	140	39	5									1875	1814	1894	2117	2254	2214	206	147	2	2347	2194								
Kim ¤ §inh H­¬ng Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(3)	2	99999	10	0																						36	140	39	5									1874	1794	1895	1937	2254	2214	206	147	3	130									
Kim ¤ §inh H­¬ng Tô	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	140	39	5									1875	1834	1894	2137	2254	2214	206	147	4	2347	2656								
Kim ¤ §inh H­¬ng Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash23.spr	32	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	140	39	5									1875	1854	1895	2097	2254	2214	206	147	5	2488	2194								
Kim ¤ §inh H­¬ng Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	140	39	5									1875	1774	1895	1937	2155	2214	206	147	6	2347	2194								
Kim ¤ §inh H­¬ng §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(7)	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	140	39	5									2271	1814	1997	2117	2254	2214	206	147	7	2347	130								
Kim ¤ §inh H­¬ng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	140	39	5									1875	1794	1895	1937	2177	2214	206	147	8	2347	2194								
Kim ¤ §inh H­¬ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(9)	1	99999	10	0																						36	140	39	5									1874	1834	1894	2137	2254	2214	206	147	9	2489	2194								
Kim ¤ §inh H­¬ng H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp Kim ¤(10)	3	99999	10	0																						36	140	39	5									1874	1854	1894	2097	2254	2214	206	147	10	130									
Kim ¤ Anh L¹c Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(1)	0	99999	10	0																						36	140	39	5									1874	1774	1895	1937	1917	2214	207	148	1	2491	2194								
Kim ¤ Anh L¹c Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	140	39	5									1875	1814	1894	2117	2254	2214	207	148	2	2347	2194								
Kim ¤ Anh L¹c Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(3)	1	99999	10	0																						36	140	39	5									1874	1794	1895	1937	2254	2214	207	148	3	130									
Kim ¤ Anh L¹c Tô	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	140	39	5									1875	1834	1894	2137	2254	2214	207	148	4	2492	2194								
Kim ¤ Anh L¹c Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	140	39	5									1875	1854	1895	2097	2254	2214	207	148	5	2347	2657								
Kim ¤ Anh L¹c Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	140	39	5									1875	1774	1895	1937	2155	2214	207	148	6	2347	2194								
Kim ¤ Anh L¹c Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd15.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	140	39	5									2277	1814	2037	2117	2254	2214	207	148	7	2347	130								
Kim ¤ Anh L¹c Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	140	39	5									1875	1794	1895	1937	2177	2214	207	148	8	2347	2194								
Kim ¤ Anh L¹c H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(9)	3	99999	10	0																						36	140	39	5									1874	1834	1894	2137	2254	2214	207	148	9	2493	2194								
Kim ¤ Anh L¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp Kim ¤(10)	4	99999	10	0																						36	140	39	5									1874	1854	1894	2097	2254	2214	207	148	10	130									
Kim ¤ U Minh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(1)	0	99999	10	0																						36	140	39	3									1874	1774	1895	1937	1917	2214	208	149	1	2495	2194								
Kim ¤ U Minh Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	140	39	3									1875	1814	1894	2117	2254	2214	208	149	2	2347	2194								
Kim ¤ U Minh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(3)	1	99999	10	0																						36	140	39	3									1874	1794	1895	1937	2254	2214	208	149	3	130									
Kim ¤ U Minh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	140	39	3									1875	1834	1894	2137	2254	2214	208	149	4	2347	2194								
Kim ¤ U Minh Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	140	39	3									1875	1854	1895	2097	2254	2214	208	149	5	2496	2194								
Kim ¤ U Minh Cèt Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	140	39	3									1875	1774	1895	1937	2155	2214	208	149	6	2347	2658								
Kim ¤ U Minh TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove03.spr	9	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	140	39	3									2276	1814	2017	2117	2254	2214	208	149	7	2347	130								
Kim ¤ U Minh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	140	39	3									1875	1794	1895	1937	2177	2214	208	149	8	2347	2194								
Kim ¤ U Minh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(9)	3	99999	10	0																						36	140	39	3									1874	1834	1894	2137	2254	2214	208	149	9	2497	2194								
Kim ¤ U Minh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp Kim ¤(10)	4	99999	10	0																						36	140	39	3									1874	1854	1894	2097	2254	2214	208	149	10	130									
Kim ¤ Man §µ Ch©u Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(1)	0	99999	10	0																						36	140	39	3									1874	1774	1895	1937	1917	2214	209	150	1	2499	2194								
Kim ¤ Man §µ Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	140	39	3									1875	1814	1894	2117	2254	2214	209	150	2	2347	2194								
Kim ¤ Man §µ Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(3)	1	99999	10	0																						36	140	39	3									1874	1794	1895	1937	2254	2214	209	150	3	130									
Kim ¤ Man §µ Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	140	39	3									1875	1834	1894	2137	2254	2214	209	150	4	2347	2194								
Kim ¤ Man §µ Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash24.spr	33	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	140	39	3									1875	1854	1895	2097	2254	2214	209	150	5	2500	2194								
Kim ¤ Man §µ BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	140	39	3									1875	1774	1895	1937	2155	2214	209	150	6	2347	2659								
Kim ¤ Man §µ La §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	140	39	3									2270	1814	1997	2117	2239	2214	209	150	7	2347	130								
Kim ¤ Man §µ Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	140	39	3									1875	1794	1895	1937	2177	2214	209	150	8	2347	2194								
Kim ¤ Man §µ Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(9)	3	99999	10	0																						36	140	39	3									1874	1834	1894	2137	2254	2214	209	150	9	2501	2194								
Kim ¤ Man §µ H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp Kim ¤(10)	4	99999	10	0																						36	140	39	3									1874	1854	1894	2097	2254	2214	209	150	10	130									
Kim ¤ TuyÖt T×nh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(1)	4	99999	10	0																						36	140	39	2									1874	1854	1895	2097	1917	2214	210	151	1	2503	2194								
Kim ¤ TuyÖt T×nh Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	140	39	2									1875	1774	1894	1937	2254	2214	210	151	2	2347	2194								
Kim ¤ TuyÖt T×nh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(3)	2	99999	10	0																						36	140	39	2									1874	1814	1895	2117	2254	2214	210	151	3	130									
Kim ¤ TuyÖt T×nh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	140	39	2									1875	1794	1894	1937	2254	2214	210	151	4	2347	2194								
Kim ¤ TuyÖt T×nh TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	140	39	2									1875	1834	1895	2137	2254	2214	210	151	5	2504	2194								
Kim ¤ TuyÖt T×nh Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	140	39	2									1875	1854	1895	2097	2155	2214	210	151	6	2347	2660								
Kim ¤ TuyÖt T×nh Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart28.spr	15	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	140	39	2									2273	1774	1997	1937	2254	2214	210	151	7	2347	130								
Kim ¤ TuyÖt T×nh Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	140	39	2									1875	1814	1895	2117	2177	2214	210	151	8	2347	2194								
Kim ¤ TuyÖt T×nh Béi	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(9)	1	99999	10	0																						36	140	39	2									1874	1794	1894	1937	2254	2214	210	151	9	2505	2194								
Kim ¤ TuyÖt T×nh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp Kim ¤(10)	3	99999	10	0																						36	140	39	2									1874	1834	1894	2137	2254	2214	210	151	10	130									
Kim ¤ BÝch L¹c H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(1)	4	99999	10	0																						36	140	39	2									1874	1854	1895	2097	1917	2214	211	152	1	2503	2194								
Kim ¤ BÝch L¹c Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	140	39	2									1875	1774	1894	1937	2254	2214	211	152	2	2347	2194								
Kim ¤ BÝch L¹c Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(3)	2	99999	10	0																						36	140	39	2									1874	1814	1895	2117	2254	2214	211	152	3	130									
Kim ¤ BÝch L¹c Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	140	39	2									1875	1794	1894	1937	2254	2214	211	152	4	2347	2194								
Kim ¤ BÝch L¹c Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	140	39	2									1875	1834	1895	2137	2254	2214	211	152	5	2504	2194								
Kim ¤ BÝch L¹c Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	140	39	2									1875	1854	1895	2097	2155	2214	211	152	6	2347	2194								
Kim ¤ BÝch L¹c TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	140	39	2									2273	1774	1997	1937	2254	2214	211	152	7	2347	130								
Kim ¤ BÝch L¹c Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	140	39	2									1875	1814	1895	2117	2177	2214	211	152	8	2347	2661								
Kim ¤ BÝch L¹c Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(9)	1	99999	10	0																						36	140	39	2									1874	1794	1894	1937	2254	2214	211	152	9	2507	2194								
Kim ¤ BÝch L¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp Kim ¤(10)	3	99999	10	0																						36	140	39	2									1874	1834	1894	2137	2254	2214	211	152	10	130									
Kim ¤ TÞch LÞch H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(1)	4	99999	10	0																						36	140	39	2									1874	1854	1895	2097	1917	2214	212	153	1	2503	2194								
Kim ¤ TÞch LÞch Ph¸t Qu¸n	0	7	3	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(2)	0	99999	10	0	30	360	360	31	85	85																36	140	39	2									1875	1774	1894	1937	2254	2214	212	153	2	2347	2194								
Kim ¤ TÞch LÞch Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(3)	2	99999	10	0																						36	140	39	2									1874	1814	1895	2117	2254	2214	212	153	3	130									
Kim ¤ TÞch LÞch Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(4)	1	99999	10	0	30	135	135	31	80	80																36	140	39	2									1875	1794	1894	1937	2254	2214	212	153	4	2347	2194								
Kim ¤ TÞch LÞch Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(5)	3	99999	10	0	30	160	160	31	80	80																36	140	39	2									1875	1834	1895	2137	2254	2214	212	153	5	2504	2194								
Kim ¤ TÞch LÞch Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(6)	4	99999	10	0	30	720	720	31	90	90																36	140	39	2									1875	1854	1895	2097	2155	2214	212	153	6	2347	2194								
Kim ¤ TÞch LÞch Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart27.spr	15	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	140	39	2									2273	1774	1997	1937	2254	2214	212	153	7	2347	130								
Kim ¤ TÞch LÞch Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(8)	2	99999	10	0	30	160	160	31	80	80																36	140	39	2									1875	1814	1895	2117	2177	2214	212	153	8	2347	2662								
Kim ¤ TÞch LÞch Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(9)	1	99999	10	0																						36	140	39	2									1874	1794	1894	1937	2254	2214	212	153	9	2509	2194								
Kim ¤ TÞch LÞch H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp Kim ¤(10)	3	99999	10	0																						36	140	39	2									1874	1834	1894	2137	2254	2214	212	153	10	130									
Kim ¤ ThiÕt Cèt H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(1)	1	99999	10	0																						36	140	39	6									1874	1774	1895	1937	1917	2214	213	154	1	2511	2194								
Kim ¤ ThiÕt Cèt §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(2)	3	99999	10	0	30	360	360	31	85	85																36	140	39	6									1875	1814	1894	2117	2254	2214	213	154	2	2347	2194								
Kim ¤ ThiÕt Cèt Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(3)	4	99999	10	0																						36	140	39	6									1874	1794	1895	1937	2254	2214	213	154	3	130									
Kim ¤ ThiÕt Cèt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(4)	0	99999	10	0	30	135	135	31	80	80																36	140	39	6									1875	1834	1894	2137	2254	2214	213	154	4	2347	2194								
Kim ¤ ThiÕt Cèt Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(5)	2	99999	10	0	30	160	160	31	80	80																36	140	39	6									1875	1854	1895	2097	2254	2214	213	154	5	2512	2194								
Kim ¤ ThiÕt Cèt C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(6)	1	99999	10	0	30	720	720	31	90	90																36	140	39	6									1875	1774	1895	1937	2155	2214	213	154	6	2347	2194								
Kim ¤ ThiÕt Cèt TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove04.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	140	39	6									2277	1814	2057	2117	2254	2214	213	154	7	2347	130								
Kim ¤ ThiÕt Cèt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(8)	4	99999	10	0	30	160	160	31	80	80																36	140	39	6									1875	1794	1895	1937	2177	2214	213	154	8	2513	2194								
Kim ¤ ThiÕt Cèt Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(9)	0	99999	10	0																						36	140	39	6									1874	1834	1894	2137	2254	2214	213	154	9	2347	2663								
Kim ¤ ThiÕt Cèt H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp Kim ¤(10)	2	99999	10	0																						36	140	39	6									1874	1854	1894	2097	2254	2214	213	154	10	130									
Kim ¤ Long HuyÕt H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Kim ¤(1)	0	99999	10	0																						36	140	39	6									1874	1774	1895	1937	1917	2214	214	155	1	2515	2194								
Kim ¤ Long HuyÕt §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Kim ¤(2)	2	99999	10	0	30	360	360	31	85	85																36	140	39	6									1875	1814	1894	2117	2254	2214	214	155	2	2347	2194								
Kim ¤ Long HuyÕt Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Kim ¤(3)	1	99999	10	0																						36	140	39	6									1874	1794	1895	1937	2254	2214	214	155	3	130									
Kim ¤ Long HuyÕt Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Kim ¤(4)	3	99999	10	0	30	135	135	31	80	80																36	140	39	6									1875	1834	1894	2137	2254	2214	214	155	4	2516	2194								
Kim ¤ Long HuyÕt Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Kim ¤(5)	4	99999	10	0	30	160	160	31	80	80																36	140	39	6									1875	1854	1895	2097	2254	2214	214	155	5	2347	2664								
Kim ¤ Long HuyÕt C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Kim ¤(6)	0	99999	10	0	30	720	720	31	90	90																36	140	39	6									1875	1774	1895	1937	2155	2214	214	155	6	2347	2194								
Kim ¤ Long HuyÕt Tr­îng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Kim ¤(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	140	39	6									2271	1814	1997	2117	2239	2214	214	155	7	2347	130								
Kim ¤ Long HuyÕt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp Kim ¤(8)	1	99999	10	0	30	160	160	31	80	80																36	140	39	6									1875	1794	1895	1937	2177	2214	214	155	8	2347	2194								
