Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1	Ä§·¨ÊôÐÔË÷Òý2	Ä§·¨ÊôÐÔË÷Òý3	Ä§·¨ÊôÐÔË÷Òý4	Ä§·¨ÊôÐÔË÷Òý5	Ä§·¨ÊôÐÔË÷Òý6	ËùÔÚÌ××°	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	×¢ÁéÎ»ÖÃÊýÁ¿	ÏÔÊ¾Í¼±êID	
XÝch L©n Minh NguyÖt Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp XÝch L©n(8)	2	99999	10	0	30	160	160	31	80	80																36	160	39	5									958	877	977	1020	1260	1297	252	193	8	1430	1277									4223
XÝch L©n Minh NguyÖt H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp XÝch L©n(9)	1	99999	10	0																						36	160	39	5									957	917	978	1220	1337	1297	252	193	9	1654	1277									4224
XÝch L©n Minh NguyÖt H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp XÝch L©n(10)	3	99999	10	0																						36	160	39	5									957	937	978	1180	1337	1297	252	193	10	130										4225
XÝch L©n Phï Dung Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck26.spr	36	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(1)	0	99999	10	0																						36	160	39	5									957	857	977	1020	1000	1297	253	194	1	1656	1277									4226
XÝch L©n Phï Dung Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap22.spr	28	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	160	39	5									958	897	978	1200	1337	1297	253	194	2	1430	1277									4227
XÝch L©n Phï Dung Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring25.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(3)	1	99999	10	0																						36	160	39	5									957	877	977	1020	1337	1297	253	194	3	130										4228
XÝch L©n Phï Dung Tô	0	8	0	\spr\item\equip\bangle\obj-bangle23.spr	35	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	160	39	5									958	917	978	1220	1337	1297	253	194	4	1657	1277									4229
XÝch L©n Phï Dung Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash23.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	160	39	5									958	937	977	1180	1337	1297	253	194	5	1430	1412									4230
XÝch L©n Phï Dung Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth23.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	160	39	5									958	857	977	1020	2724	1297	253	194	6	1430	1277									4231
XÝch L©n Phï Dung #NhÉn	0	0	5	\spr\item\equip\closeweapon\obj-adsd15.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(7)	2	99999	10	0	28	62	62	29	92	92	167	-30	-30	31	99	99										36	160	39	5									2720	897	1120	1200	1337	1297	253	194	7	1430	130									4232
XÝch L©n Phï Dung Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes23.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	160	39	5									958	877	977	1020	1260	1297	253	194	8	1430	1277									4233
XÝch L©n Phï Dung H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist27.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(9)	3	99999	10	0																						36	160	39	5									957	917	978	1220	1337	1297	253	194	9	1658	1277									4234
XÝch L©n Phï Dung H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring26.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp XÝch L©n(10)	4	99999	10	0																						36	160	39	5									957	937	978	1180	1337	1297	253	194	10	130										4235
XÝch L©n La S¸t H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	160	39	3									957	857	977	1020	1000	1297	254	195	1	1660	1277									4236
XÝch L©n La S¸t §Çu Hoµn	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	160	39	3									958	897	978	1200	1337	1297	254	195	2	1430	1277									4237
XÝch L©n La S¸t Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	160	39	3									957	877	977	1020	1337	1297	254	195	3	130										4238
XÝch L©n La S¸t Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	160	39	3									958	917	978	1220	1337	1297	254	195	4	1430	1277									4239
XÝch L©n La S¸t Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	160	39	3									958	937	977	1180	1337	1297	254	195	5	1661	1277									4240
XÝch L©n La S¸t BÝ Trang	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	160	39	3									958	857	977	1020	2724	1297	254	195	6	1430	1413									4241
XÝch L©n La S¸t TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove03.spr	9	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	160	39	3									2719	897	1100	1200	1337	1297	254	195	7	1430	130									4242
XÝch L©n La S¸t Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	160	39	3									958	877	977	1020	1260	1297	254	195	8	1430	1277									4243
XÝch L©n La S¸t Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	160	39	3									957	917	978	1220	1337	1297	254	195	9	1662	1277									4244
XÝch L©n La S¸t H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	160	39	3									957	937	978	1180	1337	1297	254	195	10	130										4245
XÝch L©n Tu La H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	160	39	3									957	857	977	1020	1000	1297	255	196	1	1664	1277									4246
XÝch L©n Tu La §Çu Hoµn	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	160	39	3									958	897	978	1200	1337	1297	255	196	2	1430	1277									4247
XÝch L©n Tu La Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	160	39	3									957	877	977	1020	1337	1297	255	196	3	130										4248
XÝch L©n Tu La Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	160	39	3									958	917	978	1220	1337	1297	255	196	4	1430	1277									4249
XÝch L©n Tu La Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash24.spr	33	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	160	39	3									958	937	977	1180	1337	1297	255	196	5	1665	1277									4250
XÝch L©n Tu La Hé Gi¸p	0	2	2	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	160	39	3									958	857	977	1020	2724	1297	255	196	6	1430	1414									4251
XÝch L©n Tu La B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	160	39	3									2714	897	1080	1200	1322	1297	255	196	7	1430	130									4252
XÝch L©n Tu La Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	160	39	3									958	877	977	1020	1260	1297	255	196	8	1430	1277									4253
XÝch L©n Tu La Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	160	39	3									957	917	978	1220	1337	1297	255	196	9	1666	1277									4254
XÝch L©n Tu La H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp XÝch L©n(10)	4	99999	10	0																						36	160	39	3									957	937	978	1180	1337	1297	255	196	10	130										4255
XÝch L©n C« Tinh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(1)	4	99999	10	0																						36	160	39	2									957	937	977	1180	1000	1297	256	197	1	1668	1277									4256
XÝch L©n C« Tinh Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(2)	0	99999	10	0	30	360	360	31	85	85																36	160	39	2									958	857	978	1020	1337	1297	256	197	2	1430	1277									4257
XÝch L©n C« Tinh Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(3)	2	99999	10	0																						36	160	39	2									957	897	977	1200	1337	1297	256	197	3	130										4258
XÝch L©n C« Tinh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(4)	1	99999	10	0	30	135	135	31	80	80																36	160	39	2									958	877	978	1020	1337	1297	256	197	4	1430	1277									4259
XÝch L©n C« Tinh TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(5)	3	99999	10	0	30	160	160	31	80	80																36	160	39	2									958	917	977	1220	1337	1297	256	197	5	1669	1277									4260
XÝch L©n C« Tinh Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(6)	4	99999	10	0	30	720	720	31	90	90																36	160	39	2									958	937	977	1180	2724	1297	256	197	6	1430	1415									4261
XÝch L©n C« Tinh Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart28.spr	15	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(7)	0	99999	10	0	28	44	44	29	100	100	167	-30	-30	31	99	99										36	160	39	2									2717	857	1080	1020	1337	1297	256	197	7	1430	130									4262
XÝch L©n C« Tinh Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(8)	2	99999	10	0	30	160	160	31	80	80																36	160	39	2									958	897	977	1200	1260	1297	256	197	8	1430	1277									4263
XÝch L©n C« Tinh Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(9)	1	99999	10	0																						36	160	39	2									957	877	978	1020	1337	1297	256	197	9	1670	1277									4264
XÝch L©n C« Tinh H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp XÝch L©n(10)	3	99999	10	0																						36	160	39	2									957	917	978	1220	1337	1297	256	197	10	130										4265
XÝch L©n Th­¬ng Lan H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(1)	4	99999	10	0																						36	160	39	2									957	937	977	1180	1000	1297	257	198	1	1668	1277									4266
XÝch L©n Th­¬ng Lan Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(2)	0	99999	10	0	30	360	360	31	85	85																36	160	39	2									958	857	978	1020	1337	1297	257	198	2	1430	1277									4267
XÝch L©n Th­¬ng Lan Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(3)	2	99999	10	0																						36	160	39	2									957	897	977	1200	1337	1297	257	198	3	130										4268
XÝch L©n Th­¬ng Lan Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(4)	1	99999	10	0	30	135	135	31	80	80																36	160	39	2									958	877	978	1020	1337	1297	257	198	4	1430	1277									4269
XÝch L©n Th­¬ng Lan Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(5)	3	99999	10	0	30	160	160	31	80	80																36	160	39	2									958	917	977	1220	1337	1297	257	198	5	1669	1277									4270
XÝch L©n Th­¬ng Lan Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(6)	4	99999	10	0	30	720	720	31	90	90																36	160	39	2									958	937	977	1180	2724	1297	257	198	6	1430	1277									4271
XÝch L©n Th­¬ng Lan Tô TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart29.spr	17	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(7)	0	99999	10	0	28	46	46	29	102	102	167	-30	-30	31	99	99										36	160	39	2									2717	857	1080	1020	1337	1297	257	198	7	1430	130									4272
XÝch L©n Th­¬ng Lan Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(8)	2	99999	10	0	30	160	160	31	80	80																36	160	39	2									958	897	977	1200	1260	1297	257	198	8	1430	1416									4273
XÝch L©n Th­¬ng Lan Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	36	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(9)	1	99999	10	0																						36	160	39	2									957	877	978	1020	1337	1297	257	198	9	1672	1277									4274
XÝch L©n Th­¬ng Lan H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp XÝch L©n(10)	3	99999	10	0																						36	160	39	2									957	917	978	1220	1337	1297	257	198	10	130										4275
XÝch L©n Tô ThÇn Liªn	0	4	1	\spr\item\equip\nick\obj-neck23.spr	36	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(1)	4	99999	10	0																						36	160	39	2									957	937	977	1180	1000	1297	258	199	1	1668	1277									4276
XÝch L©n Tô ThÇn Ph¸t Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap24.spr	28	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(2)	0	99999	10	0	30	360	360	31	85	85																36	160	39	2									958	857	978	1020	1337	1297	258	199	2	1430	1277									4277
XÝch L©n Tô ThÇn Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring19.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(3)	2	99999	10	0																						36	160	39	2									957	897	977	1200	1337	1297	258	199	3	130										4278
XÝch L©n Tô ThÇn Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle24.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(4)	1	99999	10	0	30	135	135	31	80	80																36	160	39	2									958	877	978	1020	1337	1297	258	199	4	1430	1277									4279
XÝch L©n Tô ThÇn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash24.spr	32	2	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(5)	3	99999	10	0	30	160	160	31	80	80																36	160	39	2									958	917	977	1220	1337	1297	258	199	5	1669	1277									4280
XÝch L©n Tô ThÇn Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth24.spr	22	2	3	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(6)	4	99999	10	0	30	720	720	31	90	90																36	160	39	2									958	937	977	1180	2724	1297	258	199	6	1430	1277									4281
XÝch L©n Tô ThÇn Phi Tiªu	0	1	0	\spr\item\equip\rangeweapon\obj-adart27.spr	15	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(7)	0	99999	10	0	28	42	42	29	98	98	167	-30	-30	31	99	99										36	160	39	2									2717	857	1080	1020	1337	1297	258	199	7	1430	130									4282
XÝch L©n Tô ThÇn Lý	0	5	1	\spr\item\equip\boots\obj-shoes24.spr	26	2	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(8)	2	99999	10	0	30	160	160	31	80	80																36	160	39	2									958	897	977	1200	1260	1297	258	199	8	1430	1417									4283
XÝch L©n Tô ThÇn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist23.spr	34	1	2	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(9)	1	99999	10	0																						36	160	39	2									957	877	978	1020	1337	1297	258	199	9	1674	1277									4284
XÝch L©n Tô ThÇn H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring20.spr	37	1	1	Bé trang bÞ §­êng M«n phi tiªu cÊp XÝch L©n(10)	3	99999	10	0																						36	160	39	2									957	917	978	1220	1337	1297	258	199	10	130										4285
XÝch L©n Thõa Long H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(1)	1	99999	10	0																						36	160	39	6									957	857	977	1020	1000	1297	259	200	1	1676	1277									4286
XÝch L©n Thõa Long §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(2)	3	99999	10	0	30	360	360	31	85	85																36	160	39	6									958	897	978	1200	1337	1297	259	200	2	1430	1277									4287
XÝch L©n Thõa Long Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(3)	4	99999	10	0																						36	160	39	6									957	877	977	1020	1337	1297	259	200	3	130										4288
XÝch L©n Thõa Long Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(4)	0	99999	10	0	30	135	135	31	80	80																36	160	39	6									958	917	978	1220	1337	1297	259	200	4	1430	1277									4289
XÝch L©n Thõa Long Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	32	2	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(5)	2	99999	10	0	30	160	160	31	80	80																36	160	39	6									958	937	977	1180	1337	1297	259	200	5	1677	1277									4290
XÝch L©n Thõa Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(6)	1	99999	10	0	30	720	720	31	90	90																36	160	39	6									958	857	977	1020	2724	1297	259	200	6	1430	1277									4291
XÝch L©n Thõa Long TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove04.spr	9	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(7)	3	99999	10	0	28	40	40	29	100	100	167	-30	-30	31	99	99										36	160	39	6									2720	897	1140	1200	1337	1297	259	200	7	1430	130									4292
XÝch L©n Thõa Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(8)	4	99999	10	0	30	160	160	31	80	80																36	160	39	6									958	877	977	1020	1260	1297	259	200	8	1678	1277									4293
XÝch L©n Thõa Long Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(9)	0	99999	10	0																						36	160	39	6									957	917	978	1220	1337	1297	259	200	9	1430	1418									4294
XÝch L©n Thõa Long H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring24.spr	37	1	1	Bé trang bÞ C¸i Bang ch­ëng ph¸p cÊp XÝch L©n(10)	2	99999	10	0																						36	160	39	6									957	937	978	1180	1337	1297	259	200	10	130										4295
XÝch L©n Gi¸ng Long H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck25.spr	36	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(1)	0	99999	10	0																						36	160	39	6									957	857	977	1020	1000	1297	260	201	1	1680	1277									4296
XÝch L©n Gi¸ng Long §Çu Hoµn	0	7	5	\spr\item\equip\cap\obj-ma-cap25.spr	28	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(2)	2	99999	10	0	30	360	360	31	85	85																36	160	39	6									958	897	978	1200	1337	1297	260	201	2	1430	1277									4297
XÝch L©n Gi¸ng Long Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring23.spr	37	1	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(3)	1	99999	10	0																						36	160	39	6									957	877	977	1020	1337	1297	260	201	3	130										4298
XÝch L©n Gi¸ng Long Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle25.spr	34	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(4)	3	99999	10	0	30	135	135	31	80	80																36	160	39	6									958	917	978	1220	1337	1297	260	201	4	1681	1277									4299
XÝch L©n Gi¸ng Long Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash25.spr	33	2	1	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(5)	4	99999	10	0	30	160	160	31	80	80																36	160	39	6									958	937	977	1180	1337	1297	260	201	5	1430	1419									4300
XÝch L©n Gi¸ng Long C¸i Y	0	2	5	\spr\item\equip\armor\obj-ma-cloth25.spr	22	2	3	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(6)	0	99999	10	0	30	720	720	31	90	90																36	160	39	6									958	857	977	1020	2724	1297	260	201	6	1430	1277									4301
XÝch L©n Gi¸ng Long Bæng	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(7)	2	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	160	39	6									2715	897	1080	1200	1322	1297	260	201	7	1430	130									4302
XÝch L©n Gi¸ng Long Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes25.spr	26	2	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(8)	1	99999	10	0	30	160	160	31	80	80																36	160	39	6									958	877	977	1020	1260	1297	260	201	8	1430	1277									4303
XÝch L©n Gi¸ng Long Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist26.spr	36	1	2	Bé trang bÞ C¸i Bang c«n ph¸p cÊp XÝch L©n(9)	3	99999	10	0																						36	160	39	6									957	917	978	1220	1337	1297	260	201	9	1682	1277									4304
