名称	ItemGenre	DetailType	ParticularType	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	是否需要使用目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
冲穴丹（8层）	6	1	3303	\spr\item\script\zhongqiu_jieri\longzhu0.spr	41	1	1	大量真气及药物凝炼而成，可保冲穴必成。点击右键使用，可将任意一条经脉冲至第8层穴位。		0	1	1	\script\global\meridian\item_chongxuedan_8.lua	0	1	1	0	1		20	0	0	0	0	0	0	0	0	0
冲穴丹（12层）	6	1	3304	\spr\item\script\zhongqiu_jieri\longzhu0.spr	41	1	1	大量真气及药物凝炼而成，可保冲穴必成。点击右键使用，可将任意一条经脉冲至第12层穴位。		0	1	1	\script\global\meridian\item_chongxuedan_12.lua	0	1	1	0	1		20	0	0	0	0	0	0	0	0	0
冲穴丹（14层）	6	1	3305	\spr\item\script\zhongqiu_jieri\longzhu0.spr	41	1	1	大量真气及药物凝炼而成，可保冲穴必成。点击右键使用，可将任意一条经脉冲至第14层穴位。		0	1	1	\script\global\meridian\item_chongxuedan_14.lua	0	1	1	0	1		20	0	0	0	0	0	0	0	0	0
冲穴丹（16层）	6	1	3306	\spr\item\script\zhongqiu_jieri\longzhu0.spr	41	1	1	大量真气及药物凝炼而成，可保冲穴必成。点击右键使用，可将任意一条经脉冲至第16层穴位。		0	1	1	\script\global\meridian\item_chongxuedan_16.lua	0	1	1	0	1		20	0	0	0	0	0	0	0	0	0
跨服宋金令牌	6	1	3307	\spr\item\script\zhongqiu_jieri\longzhu0.spr	41	1	1	用来参加跨服宋金的令牌		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
真元丹	6	1	3308	\spr\item\christmas\mid_white.spr	41	1	1	天地精华所聚，可增加自身真元值。右键点击使用后获得10点真元。		0	1	1	\script\global\meridian\item_zhenyuandan.lua	0	1	1	0	1		500	0	0	0	0	0	0	0	0	0
月饼馅	6	1	3309	\spr\item\mid_autumn\dousha.spr	41	1	1	莲蓉，花生所制，制作月饼的材料，可以在掌灯宫女处用活跃度兑换		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
面粉	6	1	3310	\spr\item\mid_autumn\mianfen.spr	41	1	1	制作月饼的材料，在新手村外采集小麦获得		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
鸡蛋	6	1	3311	\spr\item\mid_autumn\yadan.spr	41	1	1	制作月饼时加入，可以制成更加好吃的蛋黄月饼		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
天眼符	6	1	3312	\spr\item\script\zhongqiu_jieri\200909\qianliyan.spr	41	1	1	使用后可以传送至倭国大使所在地图并且帮你找到倭国大使的踪迹，倭人生性欺软怕硬，只向惩治他的服软，侠士切莫不要让其他人士打败了倭人，否则好处难寻啊！		0	1	0	\script\activitysys\config\72\item_tianyanfu.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
锦花月饼	6	1	3313	\spr\item\mid_autumn\yuebing.spr	41	1	1	中秋月饼，食用获得奖励		0	1	1	\script\activitysys\config\72\item_jhmooncake.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
酥软的锦花月饼	6	1	3314	\spr\item\mid_autumn\yuebing.spr	41	1	1	在制作月饼是妙手偶得的美味，甘香酥软，比普通的锦花月饼更好吃		0	1	1	\script\activitysys\config\72\item_softjhmooncake.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
蛋黄月饼	6	1	3315	\spr\item\special\月饼.spr	41	1	1	加入蛋黄的月饼，更加美味		0	1	1	\script\activitysys\config\72\item_eggmooncake.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
雕雨岛图篇	6	1	3316	\spr\item\christmas2009\xingfulihe.spr	41	1	1	记载被侵占的雕雨岛的图篇，上交给国庆使者可以获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
倭国旗帜	6	1	3317	\spr\item\songjin\warflag.spr	41	1	1	拦截倭国大使的马车后从上面拔下来的倭国的旗帜，一片白上面貌似画了一个太阳，拿回去交给国庆使者吧		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
国庆礼盒	6	1	3318	\spr\item\script\item_chrismasbox.spr	41	1	1	中秋迎佳日，举国庆好礼，送与国庆使者，换取乾坤霹雳弹		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
乾坤霹雳弹	6	1	3319	\spr\item\script\zijinzhendan.spr	41	1	1	可用来打败恶狼左使，获得奖励，恶狼左使在恶狼谷中，从城市车夫那里可以进入恶狼谷，你可以去临安的掌灯宫女那打听打听<enter>活动截止日期2016年3月29日		0	1	1	\script\activitysys\config\134\item_pilidan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
妇女节的祝福	6	1	3320	\spr\item\questkey\card_bpk.spr	41	1	1	男性种下玫瑰花的收收获，上交获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
玫瑰花	6	1	3321	\spr\item\questkey\flower.spr	41	1	1	女性种下玫瑰花的收收获，上交获得奖励		0	1	1	\script\item\noscript.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
玫瑰种子	6	1	3322	\spr\item\questkey\seed_rose.spr	41	1	1	妇女节的馈赠，可以在野外种下，合理的种植后会获得不同的奖励		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
玫瑰种植礼包	6	1	3323	\spr\item\obj_item_jixiang.spr	41	1	1	可以随机打开各种需要的种植工具，在掌灯宫女出用活跃度兑换		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
一桶水	6	1	3324	\spr\item\zhishujie2011\装满水的木桶.spr	41	1	1	种植玫瑰花的工具，种植中消耗		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
一包肥料	6	1	3325	\spr\item\script\jiefang_jieri\201004\feiliaodai.spr	41	1	1	种植玫瑰花的工具，种植中消耗		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
锄草器具	6	1	3326	\spr\item\script\qutanqian.spr	41	1	1	种植玫瑰花的工具，种植中消耗		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
金玉玫瑰种子	6	1	3327	\spr\item\questkey\seed_gold.spr	41	1	1	情人节活动期间（2月8日至2月21日），男女玩家组队种下可成长为玫瑰树。		0	1	1	\script\activitysys\config\132\item_roseseed.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
血龙腾	6	1	3328	\spr\item\meridian\xuelongteng.spr	41	1	1	越南道具		0	1	1	\script\global\meridian\item\xuelongteng.lua	0	1	1	0	1		50	1	0	0	0	0	0	0	0	0
江湖豪侠礼包	6	1	3329	\spr\item\obj_item_gifts.spr	41	1	1	<color=yellow>速升礼包<color><enter>使用后能直接升到<color=yellow>135级<color>，速通任务获得门派技能和90级、120级技能书。侠士只有在未加入帮派未转生才可使用，打开此物需要10个<color=green>奇珍阁<color>的<color=gold>秘泉之水<color>。		0	1	0	\script\item\item_jianghuhaoxialibao.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
护脉真元大礼包	6	1	3330	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	使用后获得大量护脉丹和真元丹		0	1	0	\script\item\neibu\humaidanzhenyuandan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
洞察装备礼盒	6	1	3331	\spr\item\script\item_chrismasbox.spr	41	1	1	使用后获得[精致的]洞察之白金雕龙戒礼、[精致的]洞察之白金绣凤戒礼、[精致的]洞察之白玉乾坤佩礼、[精致的]洞察之翡翠玉项圈礼中的一件		0	1	0	\script\item\qizhenge_dabao\dongchazhuangbei.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
清玄礼服礼盒	6	1	3332	\spr\item\script\item_chrismasbox.spr	41	1	1	使用后获得清绝衣礼盒、冰晶裙礼盒、惊天甲礼盒、泣地裙礼盒中的一件		0	1	0	\script\item\qizhenge_dabao\qingxuanlifu.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
马牌-80，90级马匹	6	1	3333	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择5种90级马匹中的1种，马匹保质期30天		0	1	0	\script\item\qizhenge_dabao\mapailihe.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
五行装备礼盒	6	1	3334	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择玄铁剑、大风刀、金箍棒、破天戟、破天锤、霸王镖、碎月刀、孔雀翎、龙凤血玉镯、天蚕护腕、通天发冠、掩日盔、玄犀面罩、青星钗、天蚕腰带、白金腰带、天蚕靴、飞凤靴中的一种，五行属性各一把		0	1	0	\script\item\qizhenge_dabao\wuxingzhuangbei.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－定国	6	1	3335	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择以下装备的黄金图谱，定国之青纱长衫、定国之钨砂发冠、定国之赤绢软靴、定国之紫藤护腕、定国之银蚕腰带中的一种，图谱保质期30天		0	1	0	\script\item\qizhenge_dabao\dingguo.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－安邦	6	1	3336	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择以下装备的黄金图谱，安邦之冰晶石项链、安邦之菊花石指环、安邦之田黄石玉佩、安邦之鸡血石戒指中的一种，图谱保质期30天		0	1	0	\script\item\qizhenge_dabao\anbang.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－天王	6	1	3337	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择以下装备的黄金图谱，撼天之乘龙战靴、撼天之金环大眼神锤、撼天之威武束腰环、继业之白虎无双扣、继业之奔雷钻龙枪、继业之玄武黄金铠、御龙之亮银宝刀、御龙之天门束腰环、御龙之战神挂坠中的一种，保质期30天		0	1	0	\script\item\qizhenge_dabao\tianwang.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－少林	6	1	3338	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择以下装备黄金图谱，伏魔之普渡僧鞋、伏魔之乌金软绦、伏魔之紫金棍、梦龙之金丝正红袈裟、梦龙之玄丝法带、梦龙之正黄僧帽、四空之护法腰带、四空之降魔戒刀、四空之软皮护腕中的一种，保质期30天		0	1	0	\script\item\qizhenge_dabao\shaolin.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－唐门	6	1	3339	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择以下黄金图谱，地魄系列之黑焰冲天链、扣心镯、五行连环冠，森荒系列之飞星夺魂、魂咬腰束、星陨飞履，天光系列之定心凝神符、花雨漫天、森罗束腰，冰寒系列之弹指飞刀、心箭腰扣、玄衣束甲中的一种，保质期30天		0	1	0	\script\item\qizhenge_dabao\tangmen.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－五毒	6	1	3340	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择以下装备的黄金图谱，幽胧之金蛇发带、幽胧之墨蛛软履、幽胧之青蜈缠腰、咒缚之穿心毒腕、咒缚之灭雷颈符、咒缚之破甲头环、冥幻之腐骨护腕、冥幻之邪刹毒刃、冥幻之幽蛊暗衣中的一种，保质期30天		0	1	0	\script\item\qizhenge_dabao\wudu.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－峨眉	6	1	3341	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择以下装备黄金图谱，无尘之佛光指环、无尘之玉女素心冠、无尘之清心向善珠、无间之拂云丝带、无间之琴韵护腕、无间之倚天剑、无魇之红缁软禢鞋、无魇之摩尼冠、无魇之洗象玉扣中的一种，保质期30天		0	1	0	\script\item\qizhenge_dabao\emei.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－翠烟	6	1	3342	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择黄金图谱-栖凰之冰踪锦腕、黄金图谱-栖凰之风雪白云束带、黄金图谱-栖凰之凤仪刀、黄金图谱-碧海之红铃波、黄金图谱-碧海之红铃金丝带、黄金图谱-碧海之鸳鸯连环刀中的一种，图谱保质期30天		0	1	0	\script\item\qizhenge_dabao\cuiyan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－天忍	6	1	3343	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择以下装备黄金图谱，魔煌之按出虎项圈、魔煌之金甲盔、魔煌之溪谷束腰带、魔煞之残阳映血甲、魔煞之赤骥锁腰扣、魔煞之鬼谷幽冥枪、魔嗜之烈焰冠冕、魔嗜之山海飞鸿履、魔嗜之血玉七杀佩中的一种，保质期30天		0	1	0	\script\item\qizhenge_dabao\tianren.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－丐帮	6	1	3344	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择黄金图谱-敌忾之缠莽腰带、黄金图谱-敌忾之狗脊皮护腕、黄金图谱-敌忾之绿玉杖、黄金图谱-同仇之降龙丐衣、黄金图谱-同仇之亢龙护手、黄金图谱-同仇之潜龙腰带中的一种，图谱保质期30天		0	1	0	\script\item\qizhenge_dabao\gaibang.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－武当	6	1	3345	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择黄金图谱-凌岳之怒雷法戒、黄金图谱-凌岳之太极剑、黄金图谱-凌岳之无极玄玉佩、黄金图谱-及丰之三清符、黄金图谱-及丰之玄丝三段锦、黄金图谱-及丰之真武剑中的一种，图谱保质期30天		0	1	0	\script\item\qizhenge_dabao\wudang.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－昆仑	6	1	3346	\spr\item\script\item_chrismasbox.spr	41	1	1	右键选择以下装备的黄金图谱，雷穹之风雷青锦带、雷穹之寒松冰柏冠、雷穹之天地护符、霜晶之千年寒铁、霜晶之清风缕带、霜晶之天清冰晶手、雾幻之北冥道冠、雾幻之清影玄玉佩、雾幻之松风雪影靴中的一种，保质期30天		0	1	0	\script\item\qizhenge_dabao\kunlun.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－侠骨	6	1	3347	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择黄金图谱-侠骨之铁血衫、黄金图谱-侠骨之多情环、黄金图谱-侠骨之丹心戒、黄金图谱-侠骨之情意结中的一种，图谱保质期30天		0	1	0	\script\item\qizhenge_dabao\xiagu.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒－柔情	6	1	3348	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择黄金图谱-柔情之巾帼霓裳、黄金图谱-柔情之淑女项链、黄金图谱-柔情之凤仪戒指、黄金图谱-柔情之慧心玉佩中的一种，图谱保质期30天		0	1	0	\script\item\qizhenge_dabao\rouqing.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
90级技能书礼盒	6	1	3349	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择11大门派全部30种90级技能书中的一种，技能书保质期7天		0	1	0	\script\item\qizhenge_dabao\jinengshu.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
完美安邦材料礼盒	6	1	3350	\spr\item\script\item_chrismasbox.spr	41	1	1	使用后可以获得完美安邦套材料中的一种（菊花石、冰晶结石，冰蟾丝、鸡血石、玛瑙、陨铁碎片、田黄石）		0	1	0	\script\item\qizhenge_dabao\anbangcailiao.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
黄金图谱礼盒-洞察套	6	1	3351	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以选择黄金图谱-洞察之白金雕龙戒、黄金图谱-洞察之白玉乾坤佩、黄金图谱-洞察之白金锈凤戒、黄金图谱-洞察之翡翠玉项圈中的一种		0	1	0	\script\item\qizhenge_dabao\dongchatupu.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
完美安邦材料礼盒	6	1	3352	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，使用后可以获得完美安邦套材料礼盒（材料10个）中的一种（菊花石礼盒、冰晶结石礼盒，冰蟾丝礼盒、鸡血石礼盒、玛瑙礼盒、陨铁碎片礼盒、田黄石礼盒）		0	1	0	\script\item\qizhenge_dabao\anbangcailiaolihe.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
同伴技能书礼盒	6	1	3353	\spr\item\script\item_chrismasbox.spr	41	1	1	右键点击使用，可以得到37种任一技能的同伴秘籍2到5级各一本（总计4本）。		0	1	0	\script\item\qizhenge_dabao\tongbanjineng.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
饺子礼盒	6	1	3354	\spr\item\mid_autumn\zhongqiuwupin.spr	41	1	1	打开后可以获得若干盘饺子		0	1	1	\script\activitysys\config\75\item_dumplingBox.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
一盘生饺子	6	1	3355	\spr\item\lottery\baxianjiaozi.spr	41	1	1	一盘生饺子，个数不等		0	1	1	\script\activitysys\config\75\item_dumpling.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
煮饺子的锅	6	1	3356	\spr\item\script\duanwu_jieri\200905\tieguo.spr	41	1	1	在野外使用，架起锅为厨大肥煮饺子吃		0	1	1	\script\activitysys\config\75\item_pan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
煮破的饺子	6	1	3357	\spr\item\script\dongrimeiweipan.spr	41	1	1	没有放入要求的饺子数量，饺子煮烂了		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
补位道具	6	1	3358	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	使用后获得一组五彩结晶		0	1	0	\script\item\neibu\wucaijiejing.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
美味的饺子	6	1	3359	\spr\item\script\shanzhenhaiweipan.spr	41	1	1	放入正确数量的饺子，煮成了美味的饺子 		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
八仙饺子礼盒	6	1	3360	\spr\item\script\baoxiang_yin.spr	41	1	1	内部装有绝世美味八仙饺子，送给厨大肥获得奖励 		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
冬日礼盒	6	1	3361	\spr\item\script\item_chrismasbox.spr	41	1	1	送给“厨大肥”可以获得乾坤霹雳弹 		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
乾坤霹雳弹	6	1	3362	\spr\item\script\zijinzhendan.spr	41	1	1	可用来打败恶狼左使，获得奖励，恶狼左使在恶狼谷中，从城市车夫那里可以进入恶狼谷，你可以去临安的掌灯宫女那打听打听<enter>活动截止日期2012年11月07日		0	1	1	\script\activitysys\config\75\item_pilidan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
玄金矿石大礼包	6	1	3363	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	使用后获得十个特大玄金矿石		0	1	0	\script\item\neibu\xuanjinkuangshi.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
五彩结晶大礼包	6	1	3364	\spr\item\script\qingming_jieri\200903\wanhuafudai.spr	41	1	1	使用后获得一组五色结晶各一组		0	1	0	\script\item\neibu\wucaijiejing.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
光环-一代天骄	6	1	3365	\spr\item\script\wuxuejinyao.spr	41	1	1	<color=yellow>充值回馈活动光环<color><enter>右键使用后可以获得一代天骄光环，有效期30天。		0	1	0	\script\item\neibu\guanghuan.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
新鲜的肉	6	1	3366	\spr\item\questkey\taskobj106.spr	41	1	1	杀猪宰鹿，即可得肉		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	1	0	0	0	0	0	0	0	0
调味包	6	1	3367	\spr\item\obj_item_jixiang.spr	41	1	1	制作腊肉必不可少的调料		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	1	0	0	0	0	0	0	0	0
腊肉	6	1	3368	\spr\item\questkey\taskobj399.spr	41	1	1	腌制的美味腊肉		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	1	0	0	0	0	0	0	0	0
鲜美的腊肉	6	1	3369	\spr\item\questkey\taskobj399.spr	41	1	1	珍馐腊肉，好运之下而熏制出		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	1	0	0	0	0	0	0	0	0
绝世腊味珍馐	6	1	3370	\spr\item\script\qiaoshu.spr	41	1	1	绝世美味，妙手偶得之		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	1	0	0	0	0	0	0	0	0
花生汤圆	6	1	3371	\spr\item\jianzhong\mantou.spr	41	1	1	包着香浓花生的汤圆，送给厨大胖吃，会获得奖励		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
莲子汤圆	6	1	3372	\spr\item\script\yunmian.spr	41	1	1	奇珍阁出售的冬日汤圆，可以拿去与厨大胖兑换乾坤霹雳弹		0	1	0	\script\item\noscript.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
厨大胖的请求	6	1	3373	\spr\item\questkey\taskobj075.spr	41	1	1	帮厨大胖抢回那些被人夺走的美食，他会感谢你一辈子的		0	1	0	\script\activitysys\config\50\item_job.lua	0	1	1	0	1		0	0	0	0	0	0	0	0	0	0
乾坤霹雳弹	6	1	3374	\spr\item\script\zijinzhendan.spr	41	1	1	可用来打败恶狼左使，获得奖励，恶狼左使在恶狼谷中，从城市车夫那里可以进入恶狼谷，你可以去临安的掌灯宫女那打听打听<enter>活动截止日期2012年12月01日		0	1	1	\script\activitysys\config\50\item_pilidan.lua	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
被抢走的腊肉	6	1	3375	\spr\item\script\naiyou.spr	41	1	1	厨大胖被抢走的腊肉，还给厨大胖，他会给你一个惊喜		0	1	1	\script\item\noscript.lua	0	1	1	0	1		50	1	0	0	0	0	0	0	0	0
圣诞烟花	6	1	3376	\spr\item\magic\icon_item_baozhu.spr	41	1	1	圣诞老人送给你的礼花，前往指定区域燃放		50	1	1	0	0	1	1	0	1		50	0	0	0	0	0	0	0	0	0
圣诞礼物	6	1	3377	\spr\item\script\item_chrismasbox.spr	41	1	1	燃放圣诞礼物时意外的惊喜，打开看看		0	1	1	\script\item\noscript.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
圣诞苹果	6	1	3378	\spr\item\vietnam\christmas2009\hongpingguo.spr	41	1	1	打开圣诞礼物后发现的一个苹果，挂在城中的圣诞树上吧		0	1	1	\script\item\noscript.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
圣诞铃铛	6	1	3379	\spr\item\christmas\lingdang.spr	41	1	1	打开圣诞礼物后发现的一个铃铛，挂在城中的圣诞树上吧		0	1	1	\script\item\noscript.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
圣诞星星	6	1	3380	\spr\item\vietnam\christmas2009\xinyuanxingxing.spr	41	1	1	打开圣诞礼物后发现的一个星星，挂在城中的圣诞树上吧		0	1	1	\script\item\noscript.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
圣诞灯笼	6	1	3381	\spr\item\vietnam\midautumn06\lantern_red.spr	41	1	1	打开圣诞礼物后发现的一个灯笼，挂在城中的圣诞树上吧		0	1	1	\script\item\noscript.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
圣诞糖果	6	1	3382	\spr\item\questkey\taskobj132.spr	41	1	1	打开圣诞礼物后发现的一个糖果，挂在城中的圣诞树上吧		0	1	1	\script\item\noscript.lua	0	1	1	1	1		50	1	0	0	0	0	0	0	0	0
