Ãû³Æ	µÀ¾ßÖÖÀà	¾ßÌåÀà±ð	ÏêÏ¸Àà±ð	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2	¿ÉÈÛÁ¶ÊôÐÔÊýÁ¿	¿ÉÈÛÁ¶ÎÆ¸ÖÆ·ÖÊ	»ù´¡±ø¼×Öµ	ÊÇ·ñ¿ÉÉýÐÇ×°±¸	¿ÉÏâÇ¶ÐÇ³½Ê¯ÊýÁ¿	×°±¸Í»ÆÆ×£¸£Öµ	×¢ÁéÎ»ÖÃÊýÁ¿	ÏÔÊ¾Í¼±êID
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	5	0																						36	120																										258	1										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	6	0																						36	120																										259	1										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	7	0																						36	120																										260	1										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	8	0																						36	120																										261	1										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	9	0																						36	120																										262	1										
Hoµng Kim Ên (C­êng hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	10	0																						36	120																										263	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	1	0																						36	120																										264	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	2	0																						36	120																										265	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	3	0																						36	120																										266	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	4	0																						36	120																										267	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	5	0																						36	120																										268	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	6	0																						36	120																										269	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	7	0																						36	120																										270	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	8	0																						36	120																										271	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	9	0																						36	120																										272	1										
Hoµng Kim Ên (Nh­îc hãa)	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	Gi¶m hiÖu qu¶ ngò hµnh t­¬ng kh¾c	5	0	10	0																						36	120																										273	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	1	0																						36	120																										254	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	2	0																						36	120																										255	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	3	0																						36	120																										256	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_1.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	4	0																						36	120																										257	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	5	0																						36	120																										258	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	6	0																						36	120																										259	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_2.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	7	0																						36	120																										260	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	8	0																						36	120																										261	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	9	0																						36	120																										262	1										
Ngò Hµnh Ên	0	13	0	\spr\item\script\wuxingyin_3.spr	37	1	1	T¨ng hiÖu qu¶ t­¬ng kh¾c cña ngò hµnh	5	0	10	0																						36	120																										263	1										
Kim ¤ CÈm Lan Ch©u LiÖm	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 1"	2	99999	10	0																						36	140	39	0																					198			139	1										
Kim ¤ CÈm Lan T¨ng M·o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 2"	1	99999	10	0	30	360	360	31	85	85																36	140	39	0																					198			139	2										
Kim ¤ CÈm Lan Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 3"	3	99999	10	0																						36	140	39	0																					198			139	3										
Kim ¤ CÈm Lan Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 4"	4	99999	10	0	30	135	135	31	80	80																36	140	39	0																					198			139	4										
Kim ¤ CÈm Lan Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 5"	0	99999	10	0	30	160	160	31	80	80																36	140	39	0																					198			139	5										
Kim ¤ CÈm Lan Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 6"	2	99999	10	0	30	720	720	31	90	90																36	140	39	0																					198			139	6										
Kim ¤ CÈm Lan TriÒn Thñ	0	0	6	\spr\item\equip\closeweapon\obj-glove01.spr	9	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 7"	1	99999	10	0	28	1	1	29	1	1	167	-30	-30	31	99	99										36	140	39	0																					198			139	7										
Kim ¤ CÈm Lan T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 8"	3	99999	10	0	30	160	160	31	80	80																36	140	39	0																					198			139	8										
Kim ¤ CÈm Lan Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 9"	4	99999	10	0																						36	140	39	0																					198			139	9										
Kim ¤ CÈm Lan H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m QuyÒn Ph¸p mãn thø 10"	0	99999	10	0																						36	140	39	0																					198			139	10										
Kim ¤ Giµ Lam PhËt Ch©u	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 1"	4	99999	10	0																						36	140	39	0																					199			140	1										
Kim ¤ Giµ Lam T¨ng M·o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 2"	0	99999	10	0	30	360	360	31	85	85																36	140	39	0																					199			140	2										
Kim ¤ Giµ Lam Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 3"	2	99999	10	0																						36	140	39	0																					199			140	3										
Kim ¤ Giµ Lam Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 4"	1	99999	10	0	30	135	135	31	80	80																36	140	39	0																					199			140	4										
Kim ¤ Giµ Lam Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 5"	3	99999	10	0	30	160	160	31	80	80																36	140	39	0																					199			140	5										
Kim ¤ Giµ Lam Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 6"	4	99999	10	0	30	720	720	31	90	90																36	140	39	0																					199			140	6										
Kim ¤ Giµ Lam T¨ng C«n	0	0	2	\spr\item\equip\closeweapon\obj-staff15.spr	11	1	4	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 7"	0	99999	10	0	28	69	69	29	128	128	167	-30	-30	31	99	99										36	140	39	0																					199			140	7										
Kim ¤ Giµ Lam T¨ng Hµi	0	5	0	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 8"	2	99999	10	0	30	160	160	31	80	80																36	140	39	0																					199			140	8										
Kim ¤ Giµ Lam Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 9"	1	99999	10	0																						36	140	39	0																					199			140	9										
Kim ¤ Giµ Lam H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m C«n Ph¸p mãn thø 10"	3	99999	10	0																						36	140	39	0																					199			140	10										
Kim ¤ Bµn Nh­îc H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck24.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 1"	4	99999	10	0																						36	140	39	0																					200			141	1										
Kim ¤ Bµn Nh­îc T¨ng M·o	0	7	0	\spr\item\equip\cap\obj-ma-cap22.spr	28	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 2"	0	99999	10	0	30	360	360	31	85	85																36	140	39	0																					200			141	2										
Kim ¤ Bµn Nh­îc Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring21.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 3"	2	99999	10	0																						36	140	39	0																					200			141	3										
Kim ¤ Bµn Nh­îc Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle21.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 4"	1	99999	10	0	30	135	135	31	80	80																36	140	39	0																					200			141	4										
Kim ¤ Bµn Nh­îc Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash21.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 5"	3	99999	10	0	30	160	160	31	80	80																36	140	39	0																					200			141	5										
Kim ¤ Bµn Nh­îc Cµ Sa	0	2	0	\spr\item\equip\armor\obj-ma-cloth22.spr	22	2	3	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 6"	4	99999	10	0	30	720	720	31	90	90																36	140	39	0																					200			141	6										
Kim ¤ Bµn Nh­îc Giíi §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 7"	0	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	140	39	0																					200			141	7										
Kim ¤ Bµn Nh­îc T¨ng Hµi	0	5	1	\spr\item\equip\boots\obj-shoes21.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 8"	2	99999	10	0	30	160	160	31	80	80																36	140	39	0																					200			141	8										
Kim ¤ Bµn Nh­îc Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist25.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 9"	1	99999	10	0																						36	140	39	0																					200			141	9										
Kim ¤ Bµn Nh­îc H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring22.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ ThiÕu L©m §ao Ph¸p mãn thø 10"	3	99999	10	0																						36	140	39	0																					200			141	10										
Kim ¤ ChÊn Nh¹c LiÖm	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 1"	0	99999	10	0																						36	140	39	1																					201			142	1										
Kim ¤ ChÊn Nh¹c Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 2"	2	99999	10	0	30	360	360	31	85	85																36	140	39	1																					201			142	2										
Kim ¤ ChÊn Nh¹c Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 3"	1	99999	10	0																						36	140	39	1																					201			142	3										
Kim ¤ ChÊn Nh¹c Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 4"	3	99999	10	0	30	135	135	31	80	80																36	140	39	1																					201			142	4										
Kim ¤ ChÊn Nh¹c Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 5"	4	99999	10	0	30	160	160	31	80	80																36	140	39	1																					201			142	5										
Kim ¤ ChÊn Nh¹c Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 6"	0	99999	10	0	30	720	720	31	90	90																36	140	39	1																					201			142	6										
Kim ¤ ChÊn Nh¹c Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha05.spr	13	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 7"	2	99999	10	0	28	55	55	29	165	165	167	-30	-30	31	99	99										36	140	39	1																					201			142	7										
Kim ¤ ChÊn Nh¹c Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 8"	1	99999	10	0	30	160	160	31	80	80																36	140	39	1																					201			142	8										
Kim ¤ ChÊn Nh¹c Béi	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 9"	3	99999	10	0																						36	140	39	1																					201			142	9										
Kim ¤ ChÊn Nh¹c H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Chïy Ph¸p mãn thø 10"	4	99999	10	0																						36	140	39	1																					201			142	10										
Kim ¤ ChiÕm §¶m H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 1"	0	99999	10	0																						36	140	39	1																					202			143	1										
Kim ¤ ChiÕm §¶m Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 2"	2	99999	10	0	30	360	360	31	85	85																36	140	39	1																					202			143	2										
Kim ¤ ChiÕm §¶m Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 3"	1	99999	10	0																						36	140	39	1																					202			143	3										
Kim ¤ ChiÕm §¶m Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 4"	3	99999	10	0	30	135	135	31	80	80																36	140	39	1																					202			143	4										
Kim ¤ ChiÕm §¶m Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 5"	4	99999	10	0	30	160	160	31	80	80																36	140	39	1																					202			143	5										
Kim ¤ ChiÕm §¶m Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 6"	0	99999	10	0	30	720	720	31	90	90																36	140	39	1																					202			143	6										
Kim ¤ ChiÕm §¶m Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear05.spr	12	1	4	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 7"	2	99999	10	0	28	18	18	29	158	158	167	-30	-30	31	99	99										36	140	39	1																					202			143	7										
Kim ¤ ChiÕm §¶m Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 8"	1	99999	10	0	30	160	160	31	80	80																36	140	39	1																					202			143	8										
Kim ¤ ChiÕm §¶m Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 9"	3	99999	10	0																						36	140	39	1																					202			143	9										
Kim ¤ ChiÕm §¶m H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng Th­¬ng Ph¸p mãn thø 10"	4	99999	10	0																						36	140	39	1																					202			143	10										
Kim ¤ LÞch HuyÕt H¹ng LiÖm	0	4	1	\spr\item\equip\nick\obj-neck22.spr	36	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 1"	0	99999	10	0																						36	140	39	1																					203			144	1										
Kim ¤ LÞch HuyÕt Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap23.spr	31	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 2"	2	99999	10	0	30	360	360	31	85	85																36	140	39	1																					203			144	2										
Kim ¤ LÞch HuyÕt Th­îng Giíi	0	3	0	\spr\item\equip\ring\obj-ring17.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 3"	1	99999	10	0																						36	140	39	1																					203			144	3										
Kim ¤ LÞch HuyÕt Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle22.spr	34	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 4"	3	99999	10	0	30	135	135	31	80	80																36	140	39	1																					203			144	4										
Kim ¤ LÞch HuyÕt Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash22.spr	33	2	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 5"	4	99999	10	0	30	160	160	31	80	80																36	140	39	1																					203			144	5										
Kim ¤ LÞch HuyÕt Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth23.spr	23	2	3	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 6"	0	99999	10	0	30	720	720	31	90	90																36	140	39	1																					203			144	6										
Kim ¤ LÞch HuyÕt B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade25.spr	10	1	4	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 7"	2	99999	10	0	28	40	40	29	114	114	167	-30	-30	31	99	99										36	140	39	1																					203			144	7										
Kim ¤ LÞch HuyÕt Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes22.spr	26	2	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 8"	1	99999	10	0	30	160	160	31	80	80																36	140	39	1																					203			144	8										
Kim ¤ LÞch HuyÕt Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist22.spr	36	1	2	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 9"	3	99999	10	0																						36	140	39	1																					203			144	9										
Kim ¤ LÞch HuyÕt H¹ Giíi	0	3	0	\spr\item\equip\ring\obj-ring18.spr	37	1	1	"Trang bÞ HuyÒn Kim, Kim ¤ bé trang bÞ Thiªn V­¬ng §ao Ph¸p mãn thø 10"	4	99999	10	0																						36	140	39	1																					203			144	10										
