效果	是否前缀	五行要求	等级要求	属性调整类别	参数1最小值	参数1最大值	参数2最小值	参数2最大值	参数3最小值	参数3最大值	效果说明
免费月阙内功攻速-掌五毒				240	112	158	-1	-1	0	0	0
免费月阙内功攻速-掌丐帮				240	141	218	-1	-1	0	0	0
免费月阙内功攻速-刀天忍				240	112	158	-1	-1	0	0	0
免费月阙内功攻速-拳武当				240	112	158	-1	-1	0	0	0
免费月阙内功攻速-剑昆仑				240	141	201	-1	-1	0	0	0
免费月阙内功攻速-气华山				240	112	158	-1	-1	0	0	0
远程反弹7				120	13	16	-1	-1	0	0	0
新生命%7				234	27	32	-1	-1	0	0	0
造成迟缓时间7				161	62	72	-1	-1	0	0	0
造成眩晕概率7				261	12	14	-1	-1	0	0	0
造成眩晕时间7				220	32	37	-1	-1	0	0	0
缩短毒发间隔7				164	13	15	-1	-1	0	0	0
重击7				227	6	8	-1	-1	0	0	0
加深伤害7				269	62	72	-1	-1	0	0	0
抵消格挡7				270	6	8	-1	-1	0	0	0
新经脉生命%1				234	8	8	-1	-1	0	0	0
新经脉生命%2				234	15	15	-1	-1	0	0	0
新经脉生命%3				234	28	28	-1	-1	0	0	0
新经脉生命%4				234	40	40	-1	-1	0	0	0
新经脉生命效率1				190	5	5	-1	-1	0	0	0
新经脉生命效率2				190	10	10	-1	-1	0	0	0
新经脉生命效率3				190	15	15	-1	-1	0	0	0
新经脉生命效率4				190	20	20	-1	-1	0	0	0
新经脉全抗1				241	5	5	-1	-1	0	0	0
新经脉全抗2				241	8	8	-1	-1	0	0	0
新经脉全抗3				241	13	13	-1	-1	0	0	0
新经脉全抗4				241	20	20	-1	-1	0	0	0
新经脉忽略全抗1				268	5	5	-1	-1	0	0	0
新经脉忽略全抗2				268	8	8	-1	-1	0	0	0
新经脉忽略全抗3				268	13	13	-1	-1	0	0	0
新经脉忽略全抗4				268	20	20	-1	-1	0	0	0
新经脉加深伤害1				269	15	15	-1	-1	0	0	0
新经脉加深伤害2				269	28	28	-1	-1	0	0	0
新经脉加深伤害3				269	40	40	-1	-1	0	0	0
新经脉加深伤害4				269	60	60	-1	-1	0	0	0
新经脉技能加成%1				243	15	15	-1	-1	0	0	0
新经脉技能加成%2				243	28	28	-1	-1	0	0	0
新经脉技能加成%3				243	40	40	-1	-1	0	0	0
新经脉技能加成%4				243	60	60	-1	-1	0	0	0
新经脉重击1				227	2	2	-1	-1	0	0	0
新经脉重击2				227	3	3	-1	-1	0	0	0
新经脉重击3				227	5	5	-1	-1	0	0	0
新经脉重击4				227	8	8	-1	-1	0	0	0
新经脉抵抗重击1				271	2	2	-1	-1	0	0	0
新经脉抵抗重击2				271	3	3	-1	-1	0	0	0
新经脉抵抗重击3				271	5	5	-1	-1	0	0	0
新经脉抵抗重击4				271	8	8	-1	-1	0	0	0
新经脉格挡1				226	2	2	-1	-1	0	0	0
新经脉格挡2				226	3	3	-1	-1	0	0	0
新经脉格挡3				226	5	5	-1	-1	0	0	0
新经脉格挡4				226	8	8	-1	-1	0	0	0
新经脉抵消格挡1				270	2	2	-1	-1	0	0	0
新经脉抵消格挡2				270	3	3	-1	-1	0	0	0
新经脉抵消格挡3				270	5	5	-1	-1	0	0	0
新经脉抵消格挡4				270	8	8	-1	-1	0	0	0
新经脉重击效果1				304	5	5	-1	-1	0	0	0
新经脉重击效果2				304	10	10	-1	-1	0	0	0
新经脉重击效果3				304	15	15	-1	-1	0	0	0
新经脉重击效果4				304	20	20	-1	-1	0	0	0
新经脉抵抗重击效果1				305	5	5	-1	-1	0	0	0
新经脉抵抗重击效果2				305	10	10	-1	-1	0	0	0
新经脉抵抗重击效果3				305	15	15	-1	-1	0	0	0
新经脉抵抗重击效果4				305	20	20	-1	-1	0	0	0
城战面具-生命值1				233	200	200	-1	-1	0	0	0
城战面具-生命值2				233	600	600	-1	-1	0	0	0
城战面具-生命值3				233	700	700	-1	-1	0	0	0
城战面具-生命值4				233	800	800	-1	-1	0	0	0
城战面具-加深伤害1				269	20	20	-1	-1	0	0	0
城战面具-加深伤害2				269	60	60	-1	-1	0	0	0
城战面具-加深伤害3				269	70	70	-1	-1	0	0	0
城战面具-加深伤害4				269	80	80	-1	-1	0	0	0
城战面具-增加造伤时间1				219	4	4	-1	-1	0	0	0
城战面具-增加造伤时间2				219	8	8	-1	-1	0	0	0
城战面具-增加造伤时间3				219	9	9	-1	-1	0	0	0
城战面具-增加造伤时间4				219	10	10	-1	-1	0	0	0
城战面具-抵消格挡概率1				270	1	1	-1	-1	0	0	0
城战面具-抵消格挡概率2				270	3	3	-1	-1	0	0	0
城战面具-抵消格挡概率3				270	4	4	-1	-1	0	0	0
城战面具-抵消格挡概率4				270	5	5	-1	-1	0	0	0
1级-天剑符-清-忽略毒防				264	4	4	-1	-1	0	0	0
1级-天微符-祝-普防				231	4	4	-1	-1	0	0	0
1级-天败符-清-减少中毒时间				108	10	10	-1	-1	0	0	0
1级-天佑符-祝-生命回复效率				190	6	6	-1	-1	0	0	0
1级-天佑符-清-内力回复效率				248	6	6	-1	-1	0	0	0
1级-天杀符-祝-加深伤害				269	11	11	-1	-1	0	0	0
1级-天损符-祝-造成受伤概率				259	2	2	-1	-1	0	0	0
1级-天罪符-清-抵抗重击效果				305	6	6	-1	-1	0	0	0
1级-天异符-清-忽略对方雷防				267	4	4	-1	-1	0	0	0
1级-天剑符-祝-毒防				228	4	4	-1	-1	0	0	0
1级-天败符-祝-造成中毒时间				258	10	10	-1	-1	0	0	0
1级-天玄符-清-抵抗眩晕概率				262	2	2	-1	-1	0	0	0
1级-天牢符-清-减少眩晕时间				110	6	6	-1	-1	0	0	0
1级-天暴符-祝-重击概率				227	3	3	-1	-1	0	0	0
1级-天伤符-祝-造成受伤动作时间				219	2	2	-1	-1	0	0	0
1级-天损符-清-抵抗受伤概率				260	2	2	-1	-1	0	0	0
1级-天空符-清-忽略对方火防				266	4	4	-1	-1	0	0	0
1级-天慧符-祝-冰防				232	4	4	-1	-1	0	0	0
1级-天速符-祝-造成迟缓时间				161	10	10	-1	-1	0	0	0
1级-天健符-清-内力百分比				236	4	4	-1	-1	0	0	0
1级-天寿符-清-内力值				235	500	500	-1	-1	0	0	0
1级-天罡符-技能加成				243	10	10	-1	-1	0	0	0
1级-天杀符-清-抵消伤害				237	11	11	-1	-1	0	0	0
1级-天伤符-清-打击回复				245	2	2	-1	-1	0	0	0
1级-天微符-清-忽略对方普防				263	4	4	-1	-1	0	0	0
1级-天空符-祝-火防				230	4	4	-1	-1	0	0	0
1级-天满符-祝-生命回复（点）				88	20	20	-1	-1	0	0	0
1级-天满符-清-内力回复（点）				92	20	20	-1	-1	0	0	0
1级-天健符-祝-生命百分比				234	4	4	-1	-1	0	0	0
1级-天罪符-祝-重击效果				304	6	6	-1	-1	0	0	0
1级-天机符-祝-格挡				226	1	1	-1	-1	0	0	0
1级-天魁符-忽略全抗				268	3	3	-1	-1	0	0	0
1级-天慧符-清-忽略对方冰防				265	4	4	-1	-1	0	0	0
1级-天异符-祝-雷防				229	4	4	-1	-1	0	0	0
1级-天玄符-祝-造成眩晕概率				261	2	2	-1	-1	0	0	0
1级-天牢符-祝-造成眩晕时间				220	6	6	-1	-1	0	0	0
1级-天速符-清-减少迟缓时间				106	10	10	-1	-1	0	0	0
1级-天寿符-祝-生命值				233	500	500	-1	-1	0	0	0
1级-天机符-清-抵消格挡				270	1	1	-1	-1	0	0	0
1级-天暴符-清-抵抗重击				271	3	3	-1	-1	0	0	0
2级-天剑符-清-忽略毒防				264	6	6	-1	-1	0	0	0
2级-天微符-祝-普防				231	6	6	-1	-1	0	0	0
2级-天败符-清-减少中毒时间				108	12	12	-1	-1	0	0	0
2级-天佑符-祝-生命回复效率				190	8	8	-1	-1	0	0	0
2级-天佑符-清-内力回复效率				248	8	8	-1	-1	0	0	0
2级-天杀符-祝-加深伤害				269	13	13	-1	-1	0	0	0
2级-天损符-祝-造成受伤概率				259	4	4	-1	-1	0	0	0
2级-天罪符-清-抵抗重击效果				305	8	8	-1	-1	0	0	0
2级-天异符-清-忽略对方雷防				267	6	6	-1	-1	0	0	0
2级-天剑符-祝-毒防				228	6	6	-1	-1	0	0	0
2级-天败符-祝-造成中毒时间				258	12	12	-1	-1	0	0	0
2级-天玄符-清-抵抗眩晕概率				262	4	4	-1	-1	0	0	0
2级-天牢符-清-减少眩晕时间				110	8	8	-1	-1	0	0	0
2级-天暴符-祝-重击概率				227	5	5	-1	-1	0	0	0
2级-天伤符-祝-造成受伤动作时间				219	4	4	-1	-1	0	0	0
2级-天损符-清-抵抗受伤概率				260	4	4	-1	-1	0	0	0
2级-天空符-清-忽略对方火防				266	6	6	-1	-1	0	0	0
2级-天慧符-祝-冰防				232	6	6	-1	-1	0	0	0
2级-天速符-祝-造成迟缓时间				161	12	12	-1	-1	0	0	0
2级-天健符-清-内力百分比				236	6	6	-1	-1	0	0	0
2级-天寿符-清-内力值				235	600	600	-1	-1	0	0	0
2级-天罡符-技能加成				243	12	12	-1	-1	0	0	0
2级-天杀符-清-抵消伤害				237	13	13	-1	-1	0	0	0
2级-天伤符-清-打击回复				245	4	4	-1	-1	0	0	0
2级-天微符-清-忽略对方普防				263	6	6	-1	-1	0	0	0
2级-天空符-祝-火防				230	6	6	-1	-1	0	0	0
2级-天满符-祝-生命回复（点）				88	25	25	-1	-1	0	0	0
2级-天满符-清-内力回复（点）				92	25	25	-1	-1	0	0	0
2级-天健符-祝-生命百分比				234	6	6	-1	-1	0	0	0
2级-天罪符-祝-重击效果				304	8	8	-1	-1	0	0	0
2级-天机符-祝-格挡				226	3	3	-1	-1	0	0	0
2级-天魁符-忽略全抗				268	5	5	-1	-1	0	0	0
2级-天慧符-清-忽略对方冰防				265	6	6	-1	-1	0	0	0
2级-天异符-祝-雷防				229	6	6	-1	-1	0	0	0
2级-天玄符-祝-造成眩晕概率				261	4	4	-1	-1	0	0	0
2级-天牢符-祝-造成眩晕时间				220	8	8	-1	-1	0	0	0
2级-天速符-清-减少迟缓时间				106	12	12	-1	-1	0	0	0
2级-天寿符-祝-生命值				233	600	600	-1	-1	0	0	0
2级-天机符-清-抵消格挡				270	3	3	-1	-1	0	0	0
2级-天暴符-清-抵抗重击				271	5	5	-1	-1	0	0	0
3级-天剑符-清-忽略毒防				264	8	8	-1	-1	0	0	0
3级-天微符-祝-普防				231	8	8	-1	-1	0	0	0
3级-天败符-清-减少中毒时间				108	14	14	-1	-1	0	0	0
3级-天佑符-祝-生命回复效率				190	10	10	-1	-1	0	0	0
3级-天佑符-清-内力回复效率				248	10	10	-1	-1	0	0	0
3级-天杀符-祝-加深伤害				269	15	15	-1	-1	0	0	0
3级-天损符-祝-造成受伤概率				259	6	6	-1	-1	0	0	0
3级-天罪符-清-抵抗重击效果				305	10	10	-1	-1	0	0	0
3级-天异符-清-忽略对方雷防				267	8	8	-1	-1	0	0	0
3级-天剑符-祝-毒防				228	8	8	-1	-1	0	0	0
3级-天败符-祝-造成中毒时间				258	14	14	-1	-1	0	0	0
3级-天玄符-清-抵抗眩晕概率				262	6	6	-1	-1	0	0	0
3级-天牢符-清-减少眩晕时间				110	10	10	-1	-1	0	0	0
3级-天暴符-祝-重击概率				227	7	7	-1	-1	0	0	0
3级-天伤符-祝-造成受伤动作时间				219	6	6	-1	-1	0	0	0
3级-天损符-清-抵抗受伤概率				260	6	6	-1	-1	0	0	0
3级-天空符-清-忽略对方火防				266	8	8	-1	-1	0	0	0
3级-天慧符-祝-冰防				232	8	8	-1	-1	0	0	0
3级-天速符-祝-造成迟缓时间				161	14	14	-1	-1	0	0	0
3级-天健符-清-内力百分比				236	8	8	-1	-1	0	0	0
3级-天寿符-清-内力值				235	700	700	-1	-1	0	0	0
3级-天罡符-技能加成				243	14	14	-1	-1	0	0	0
3级-天杀符-清-抵消伤害				237	15	15	-1	-1	0	0	0
3级-天伤符-清-打击回复				245	6	6	-1	-1	0	0	0
3级-天微符-清-忽略对方普防				263	8	8	-1	-1	0	0	0
3级-天空符-祝-火防				230	8	8	-1	-1	0	0	0
3级-天满符-祝-生命回复（点）				88	30	30	-1	-1	0	0	0
3级-天满符-清-内力回复（点）				92	30	30	-1	-1	0	0	0
3级-天健符-祝-生命百分比				234	8	8	-1	-1	0	0	0
3级-天罪符-祝-重击效果				304	10	10	-1	-1	0	0	0
3级-天机符-祝-格挡				226	5	5	-1	-1	0	0	0
3级-天魁符-忽略全抗				268	7	7	-1	-1	0	0	0
3级-天慧符-清-忽略对方冰防				265	8	8	-1	-1	0	0	0
3级-天异符-祝-雷防				229	8	8	-1	-1	0	0	0
3级-天玄符-祝-造成眩晕概率				261	6	6	-1	-1	0	0	0
3级-天牢符-祝-造成眩晕时间				220	10	10	-1	-1	0	0	0
3级-天速符-清-减少迟缓时间				106	14	14	-1	-1	0	0	0
3级-天寿符-祝-生命值				233	700	700	-1	-1	0	0	0
3级-天机符-清-抵消格挡				270	5	5	-1	-1	0	0	0
3级-天暴符-清-抵抗重击				271	7	7	-1	-1	0	0	0
4级-天剑符-清-忽略毒防				264	10	10	-1	-1	0	0	0
4级-天微符-祝-普防				231	10	10	-1	-1	0	0	0
4级-天败符-清-减少中毒时间				108	16	16	-1	-1	0	0	0
4级-天佑符-祝-生命回复效率				190	12	12	-1	-1	0	0	0
4级-天佑符-清-内力回复效率				248	12	12	-1	-1	0	0	0
4级-天杀符-祝-加深伤害				269	17	17	-1	-1	0	0	0
4级-天损符-祝-造成受伤概率				259	8	8	-1	-1	0	0	0
4级-天罪符-清-抵抗重击效果				305	12	12	-1	-1	0	0	0
4级-天异符-清-忽略对方雷防				267	10	10	-1	-1	0	0	0
4级-天剑符-祝-毒防				228	10	10	-1	-1	0	0	0
4级-天败符-祝-造成中毒时间				258	16	16	-1	-1	0	0	0
4级-天玄符-清-抵抗眩晕概率				262	8	8	-1	-1	0	0	0
4级-天牢符-清-减少眩晕时间				110	12	12	-1	-1	0	0	0
4级-天暴符-祝-重击概率				227	9	9	-1	-1	0	0	0
4级-天伤符-祝-造成受伤动作时间				219	8	8	-1	-1	0	0	0
4级-天损符-清-抵抗受伤概率				260	8	8	-1	-1	0	0	0
4级-天空符-清-忽略对方火防				266	10	10	-1	-1	0	0	0
4级-天慧符-祝-冰防				232	10	10	-1	-1	0	0	0
4级-天速符-祝-造成迟缓时间				161	16	16	-1	-1	0	0	0
4级-天健符-清-内力百分比				236	10	10	-1	-1	0	0	0
4级-天寿符-清-内力值				235	800	800	-1	-1	0	0	0
4级-天罡符-技能加成				243	16	16	-1	-1	0	0	0
4级-天杀符-清-抵消伤害				237	17	17	-1	-1	0	0	0
4级-天伤符-清-打击回复				245	8	8	-1	-1	0	0	0
4级-天微符-清-忽略对方普防				263	10	10	-1	-1	0	0	0
4级-天空符-祝-火防				230	10	10	-1	-1	0	0	0
4级-天满符-祝-生命回复（点）				88	35	35	-1	-1	0	0	0
4级-天满符-清-内力回复（点）				92	35	35	-1	-1	0	0	0
4级-天健符-祝-生命百分比				234	10	10	-1	-1	0	0	0
4级-天罪符-祝-重击效果				304	12	12	-1	-1	0	0	0
4级-天机符-祝-格挡				226	7	7	-1	-1	0	0	0
4级-天魁符-忽略全抗				268	9	9	-1	-1	0	0	0
4级-天慧符-清-忽略对方冰防				265	10	10	-1	-1	0	0	0
4级-天异符-祝-雷防				229	10	10	-1	-1	0	0	0
4级-天玄符-祝-造成眩晕概率				261	8	8	-1	-1	0	0	0
4级-天牢符-祝-造成眩晕时间				220	12	12	-1	-1	0	0	0
4级-天速符-清-减少迟缓时间				106	16	16	-1	-1	0	0	0
4级-天寿符-祝-生命值				233	800	800	-1	-1	0	0	0
4级-天机符-清-抵消格挡				270	7	7	-1	-1	0	0	0
4级-天暴符-清-抵抗重击				271	9	9	-1	-1	0	0	0
5级-天剑符-清-忽略毒防				264	12	12	-1	-1	0	0	0
5级-天微符-祝-普防				231	12	12	-1	-1	0	0	0
5级-天败符-清-减少中毒时间				108	18	18	-1	-1	0	0	0
5级-天佑符-祝-生命回复效率				190	14	14	-1	-1	0	0	0
5级-天佑符-清-内力回复效率				248	14	14	-1	-1	0	0	0
5级-天杀符-祝-加深伤害				269	19	19	-1	-1	0	0	0
5级-天损符-祝-造成受伤概率				259	10	10	-1	-1	0	0	0
5级-天罪符-清-抵抗重击效果				305	14	14	-1	-1	0	0	0
5级-天异符-清-忽略对方雷防				267	12	12	-1	-1	0	0	0
5级-天剑符-祝-毒防				228	12	12	-1	-1	0	0	0
5级-天败符-祝-造成中毒时间				258	18	18	-1	-1	0	0	0
5级-天玄符-清-抵抗眩晕概率				262	10	10	-1	-1	0	0	0
5级-天牢符-清-减少眩晕时间				110	14	14	-1	-1	0	0	0
5级-天暴符-祝-重击概率				227	11	11	-1	-1	0	0	0
5级-天伤符-祝-造成受伤动作时间				219	10	10	-1	-1	0	0	0
5级-天损符-清-抵抗受伤概率				260	10	10	-1	-1	0	0	0
5级-天空符-清-忽略对方火防				266	12	12	-1	-1	0	0	0
5级-天慧符-祝-冰防				232	12	12	-1	-1	0	0	0
5级-天速符-祝-造成迟缓时间				161	18	18	-1	-1	0	0	0
5级-天健符-清-内力百分比				236	12	12	-1	-1	0	0	0
5级-天寿符-清-内力值				235	900	900	-1	-1	0	0	0
5级-天罡符-技能加成				243	18	18	-1	-1	0	0	0
5级-天杀符-清-抵消伤害				237	19	19	-1	-1	0	0	0
5级-天伤符-清-打击回复				245	10	10	-1	-1	0	0	0
5级-天微符-清-忽略对方普防				263	12	12	-1	-1	0	0	0
5级-天空符-祝-火防				230	12	12	-1	-1	0	0	0
5级-天满符-祝-生命回复（点）				88	40	40	-1	-1	0	0	0
5级-天满符-清-内力回复（点）				92	40	40	-1	-1	0	0	0
5级-天健符-祝-生命百分比				234	12	12	-1	-1	0	0	0
5级-天罪符-祝-重击效果				304	14	14	-1	-1	0	0	0
5级-天机符-祝-格挡				226	9	9	-1	-1	0	0	0
5级-天魁符-忽略全抗				268	11	11	-1	-1	0	0	0
5级-天慧符-清-忽略对方冰防				265	12	12	-1	-1	0	0	0
5级-天异符-祝-雷防				229	12	12	-1	-1	0	0	0
5级-天玄符-祝-造成眩晕概率				261	10	10	-1	-1	0	0	0
5级-天牢符-祝-造成眩晕时间				220	14	14	-1	-1	0	0	0
5级-天速符-清-减少迟缓时间				106	18	18	-1	-1	0	0	0
5级-天寿符-祝-生命值				233	900	900	-1	-1	0	0	0
5级-天机符-清-抵消格挡				270	9	9	-1	-1	0	0	0
5级-天暴符-清-抵抗重击				271	11	11	-1	-1	0	0	0
6级-天剑符-清-忽略毒防				264	14	14	-1	-1	0	0	0
6级-天微符-祝-普防				231	14	14	-1	-1	0	0	0
6级-天败符-清-减少中毒时间				108	20	20	-1	-1	0	0	0
6级-天佑符-祝-生命回复效率				190	16	16	-1	-1	0	0	0
6级-天佑符-清-内力回复效率				248	16	16	-1	-1	0	0	0
6级-天杀符-祝-加深伤害				269	21	21	-1	-1	0	0	0
6级-天损符-祝-造成受伤概率				259	12	12	-1	-1	0	0	0
6级-天罪符-清-抵抗重击效果				305	16	16	-1	-1	0	0	0
6级-天异符-清-忽略对方雷防				267	14	14	-1	-1	0	0	0
6级-天剑符-祝-毒防				228	14	14	-1	-1	0	0	0
6级-天败符-祝-造成中毒时间				258	20	20	-1	-1	0	0	0
6级-天玄符-清-抵抗眩晕概率				262	12	12	-1	-1	0	0	0
6级-天牢符-清-减少眩晕时间				110	16	16	-1	-1	0	0	0
6级-天暴符-祝-重击概率				227	13	13	-1	-1	0	0	0
6级-天伤符-祝-造成受伤动作时间				219	12	12	-1	-1	0	0	0
6级-天损符-清-抵抗受伤概率				260	12	12	-1	-1	0	0	0
6级-天空符-清-忽略对方火防				266	14	14	-1	-1	0	0	0
6级-天慧符-祝-冰防				232	14	14	-1	-1	0	0	0
6级-天速符-祝-造成迟缓时间				161	20	20	-1	-1	0	0	0
6级-天健符-清-内力百分比				236	14	14	-1	-1	0	0	0
6级-天寿符-清-内力值				235	1000	1000	-1	-1	0	0	0
6级-天罡符-技能加成				243	20	20	-1	-1	0	0	0
6级-天杀符-清-抵消伤害				237	21	21	-1	-1	0	0	0
6级-天伤符-清-打击回复				245	12	12	-1	-1	0	0	0
6级-天微符-清-忽略对方普防				263	14	14	-1	-1	0	0	0
6级-天空符-祝-火防				230	14	14	-1	-1	0	0	0
6级-天满符-祝-生命回复（点）				88	45	45	-1	-1	0	0	0
6级-天满符-清-内力回复（点）				92	45	45	-1	-1	0	0	0
6级-天健符-祝-生命百分比				234	14	14	-1	-1	0	0	0
6级-天罪符-祝-重击效果				304	16	16	-1	-1	0	0	0
6级-天机符-祝-格挡				226	11	11	-1	-1	0	0	0
6级-天魁符-忽略全抗				268	13	13	-1	-1	0	0	0
6级-天慧符-清-忽略对方冰防				265	14	14	-1	-1	0	0	0
6级-天异符-祝-雷防				229	14	14	-1	-1	0	0	0
6级-天玄符-祝-造成眩晕概率				261	12	12	-1	-1	0	0	0
6级-天牢符-祝-造成眩晕时间				220	16	16	-1	-1	0	0	0
6级-天速符-清-减少迟缓时间				106	20	20	-1	-1	0	0	0
6级-天寿符-祝-生命值				233	1000	1000	-1	-1	0	0	0
6级-天机符-清-抵消格挡				270	11	11	-1	-1	0	0	0
6级-天暴符-清-抵抗重击				271	13	13	-1	-1	0	0	0
7级-天剑符-清-忽略毒防				264	16	16	-1	-1	0	0	0
7级-天微符-祝-普防				231	16	16	-1	-1	0	0	0
7级-天败符-清-减少中毒时间				108	22	22	-1	-1	0	0	0
7级-天佑符-祝-生命回复效率				190	18	18	-1	-1	0	0	0
7级-天佑符-清-内力回复效率				248	18	18	-1	-1	0	0	0
7级-天杀符-祝-加深伤害				269	23	23	-1	-1	0	0	0
7级-天损符-祝-造成受伤概率				259	14	14	-1	-1	0	0	0
7级-天罪符-清-抵抗重击效果				305	18	18	-1	-1	0	0	0
7级-天异符-清-忽略对方雷防				267	16	16	-1	-1	0	0	0
7级-天剑符-祝-毒防				228	16	16	-1	-1	0	0	0
7级-天败符-祝-造成中毒时间				258	22	22	-1	-1	0	0	0
7级-天玄符-清-抵抗眩晕概率				262	14	14	-1	-1	0	0	0
7级-天牢符-清-减少眩晕时间				110	18	18	-1	-1	0	0	0
7级-天暴符-祝-重击概率				227	15	15	-1	-1	0	0	0
7级-天伤符-祝-造成受伤动作时间				219	14	14	-1	-1	0	0	0
7级-天损符-清-抵抗受伤概率				260	14	14	-1	-1	0	0	0
7级-天空符-清-忽略对方火防				266	16	16	-1	-1	0	0	0
7级-天慧符-祝-冰防				232	16	16	-1	-1	0	0	0
7级-天速符-祝-造成迟缓时间				161	22	22	-1	-1	0	0	0
7级-天健符-清-内力百分比				236	16	16	-1	-1	0	0	0
7级-天寿符-清-内力值				235	1100	1100	-1	-1	0	0	0
7级-天罡符-技能加成				243	22	22	-1	-1	0	0	0
7级-天杀符-清-抵消伤害				237	23	23	-1	-1	0	0	0
7级-天伤符-清-打击回复				245	14	14	-1	-1	0	0	0
7级-天微符-清-忽略对方普防				263	16	16	-1	-1	0	0	0
7级-天空符-祝-火防				230	16	16	-1	-1	0	0	0
7级-天满符-祝-生命回复（点）				88	50	50	-1	-1	0	0	0
7级-天满符-清-内力回复（点）				92	50	50	-1	-1	0	0	0
7级-天健符-祝-生命百分比				234	16	16	-1	-1	0	0	0
7级-天罪符-祝-重击效果				304	18	18	-1	-1	0	0	0
7级-天机符-祝-格挡				226	13	13	-1	-1	0	0	0
7级-天魁符-忽略全抗				268	15	15	-1	-1	0	0	0
7级-天慧符-清-忽略对方冰防				265	16	16	-1	-1	0	0	0
7级-天异符-祝-雷防				229	16	16	-1	-1	0	0	0
7级-天玄符-祝-造成眩晕概率				261	14	14	-1	-1	0	0	0
7级-天牢符-祝-造成眩晕时间				220	18	18	-1	-1	0	0	0
7级-天速符-清-减少迟缓时间				106	22	22	-1	-1	0	0	0
7级-天寿符-祝-生命值				233	1100	1100	-1	-1	0	0	0
7级-天机符-清-抵消格挡				270	13	13	-1	-1	0	0	0
7级-天暴符-清-抵抗重击				271	15	15	-1	-1	0	0	0
8级-天剑符-清-忽略毒防				264	18	18	-1	-1	0	0	0
8级-天微符-祝-普防				231	18	18	-1	-1	0	0	0
8级-天败符-清-减少中毒时间				108	24	24	-1	-1	0	0	0
8级-天佑符-祝-生命回复效率				190	20	20	-1	-1	0	0	0
8级-天佑符-清-内力回复效率				248	20	20	-1	-1	0	0	0
8级-天杀符-祝-加深伤害				269	25	25	-1	-1	0	0	0
8级-天损符-祝-造成受伤概率				259	16	16	-1	-1	0	0	0
8级-天罪符-清-抵抗重击效果				305	20	20	-1	-1	0	0	0
8级-天异符-清-忽略对方雷防				267	18	18	-1	-1	0	0	0
8级-天剑符-祝-毒防				228	18	18	-1	-1	0	0	0
8级-天败符-祝-造成中毒时间				258	24	24	-1	-1	0	0	0
8级-天玄符-清-抵抗眩晕概率				262	16	16	-1	-1	0	0	0
8级-天牢符-清-减少眩晕时间				110	20	20	-1	-1	0	0	0
8级-天暴符-祝-重击概率				227	17	17	-1	-1	0	0	0
8级-天伤符-祝-造成受伤动作时间				219	16	16	-1	-1	0	0	0
8级-天损符-清-抵抗受伤概率				260	16	16	-1	-1	0	0	0
8级-天空符-清-忽略对方火防				266	18	18	-1	-1	0	0	0
8级-天慧符-祝-冰防				232	18	18	-1	-1	0	0	0
8级-天速符-祝-造成迟缓时间				161	24	24	-1	-1	0	0	0
8级-天健符-清-内力百分比				236	18	18	-1	-1	0	0	0
8级-天寿符-清-内力值				235	1200	1200	-1	-1	0	0	0
8级-天罡符-技能加成				243	24	24	-1	-1	0	0	0
8级-天杀符-清-抵消伤害				237	25	25	-1	-1	0	0	0
8级-天伤符-清-打击回复				245	16	16	-1	-1	0	0	0
8级-天微符-清-忽略对方普防				263	18	18	-1	-1	0	0	0
8级-天空符-祝-火防				230	18	18	-1	-1	0	0	0
8级-天满符-祝-生命回复（点）				88	55	55	-1	-1	0	0	0
8级-天满符-清-内力回复（点）				92	55	55	-1	-1	0	0	0
